spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
barriers,limits perceived freedom,reduces exploration,negative,202212_113.8873515_22.494999999999997.png
traffic,creates anxiety,discourages movement,negative,202212_113.8873515_22.494999999999997.png
buildings,feels constricted,limits exploration,negative,202212_113.8873515_22.494999999999997.png
landscapes,promotes openness,invites exploration,positive,202212_113.8873515_22.494999999999997.png
roads,sense of freedom,exploration,positive,202212_113.8864527_22.5249772.png
intersections,openness,movement,positive,202212_113.8864527_22.5249772.png
buildings,vastness,navigation,positive,202212_113.8864527_22.5249772.png
cityscape,curiosity,exploration,positive,202212_113.8864527_22.5249772.png
road,limited exploration,hesitation to explore,negative,202212_113.88794576517202_22.47006173226548.png
greenery,moderate openness,encouragement to engage,neutral,202212_113.88794576517202_22.47006173226548.png
barriers,constrained freedom,avoidance of certain areas,negative,202212_113.88794576517202_22.47006173226548.png
buildings,sense of potential,exploration,positive,202212_113.887967_22.552325399999997.png
roads,sense of movement,traversing,positive,202212_113.887967_22.552325399999997.png
sidewalks,sense of safety,walking,positive,202212_113.887967_22.552325399999997.png
cityscape,sense of discovery,exploration,positive,202212_113.887967_22.552325399999997.png
street,limited exploration,restricted movement,negative,202212_113.88941312771921_22.586060774361265.png
buildings,sense of confinement,cautious navigation,negative,202212_113.88941312771921_22.586060774361265.png
roads,some freedom,designated movement,neutral,202212_113.88941312771921_22.586060774361265.png
infrastructure,urban structure,functional use,neutral,202212_113.88941312771921_22.586060774361265.png
trucks,constrained view,discouraged exploration,negative,202212_113.8906631_22.5097598.png
road,limited spaciousness,reduced movement,negative,202212_113.8906631_22.5097598.png
background,suggestive of urban area,curiosity about surroundings,neutral,202212_113.8906631_22.5097598.png
foreground,lack of spaciousness,hesitation to explore,negative,202212_113.8906631_22.5097598.png
intersection,sense of freedom,navigate and move about,positive,202212_113.8889769_22.5227376.png
roads,ample room for movement,exploration,positive,202212_113.8889769_22.5227376.png
cityscape,vastness,engage with surroundings,positive,202212_113.8889769_22.5227376.png
pedestrian crossings,safety,crossing roads,positive,202212_113.8889769_22.5227376.png
road,sense of exploration,encourages walking,positive,202212_113.88988389932364_22.53406064010756.png
buildings,urban confinement,limits exploration,negative,202212_113.88988389932364_22.53406064010756.png
greenery,calming effect,invites relaxation,positive,202212_113.88988389932364_22.53406064010756.png
vehicles,sense of congestion,discourages movement,negative,202212_113.88988389932364_22.53406064010756.png
buildings,restricted exploration,limited wandering,negative,202212_113.8890628_22.783663699999995.png
roads,constrained movement,directed travel,negative,202212_113.8890628_22.783663699999995.png
sidewalks,somewhat safe,walking,neutral,202212_113.8890628_22.783663699999995.png
traffic,anxiety,cautious navigation,negative,202212_113.8890628_22.783663699999995.png
construction,disruption,avoidance,negative,202212_113.8890628_22.783663699999995.png
fencing,barrier,detour,negative,202212_113.8890628_22.783663699999995.png
roads,sense of exploration,venturing out,positive,202212_113.89013793409188_22.77905016065612.png
buildings,feeling of discovery,discovering new areas,positive,202212_113.89013793409188_22.77905016065612.png
spaces,broad possibilities,exploring the city,positive,202212_113.89013793409188_22.77905016065612.png
buildings,confined space,limited exploration,negative,202212_113.8895968_22.505542500000004.png
road,restricted movement,hesitation to explore,negative,202212_113.8895968_22.505542500000004.png
construction,sense of obstruction,avoidance of area,negative,202212_113.8895968_22.505542500000004.png
street,limited exploration,functional traversal,negative,202212_113.889295_22.4965517.png
sidewalks,perceived boundaries,restricted movement,negative,202212_113.889295_22.4965517.png
buildings,constrained freedom,minimal exploration,negative,202212_113.889295_22.4965517.png
traffic,sense of danger,avoidance of pathways,negative,202212_113.889295_22.4965517.png
urban,functional layout,direct movement,neutral,202212_113.889295_22.4965517.png
road,sense of openness,navigation,positive,202212_113.8901847_22.5280826.png
trees,feeling of nature,exploration,positive,202212_113.8901847_22.5280826.png
buildings,urban environment,transit,neutral,202212_113.8901847_22.5280826.png
signs,directional guidance,decision making,positive,202212_113.8901847_22.5280826.png
traffic,sense of congestion,caution,negative,202212_113.8901847_22.5280826.png
view,good sense of scope,opportunities for movement,positive,202212_113.89069028552879_22.521237535308856.png
roads,sense of exploration,exploration of the area,positive,202212_113.89069028552879_22.521237535308856.png
sidewalks,sense of accessibility,encouragement to walk,positive,202212_113.89069028552879_22.521237535308856.png
road,sense of openness,potential for exploration,positive,202212_113.8908356_22.50234199999999.png
trees,sense of openness,potential for exploration,positive,202212_113.8908356_22.50234199999999.png
buildings,impression of larger environment,implies movement through space,neutral,202212_113.8908356_22.50234199999999.png
road,limited exploration,avoid wandering,negative,202212_113.8909361_22.4762928.png
sidewalks,defined boundaries,restrict movement,negative,202212_113.8909361_22.4762928.png
infrastructure,constrained environment,discourage exploration,negative,202212_113.8909361_22.4762928.png
buildings,sense of enclosure,limit wandering,negative,202212_113.8909361_22.4762928.png
intersection,sense of spatial extent,moving in various directions,positive,202212_113.8914436_22.790544900000004.png
traffic,limited perceived freedom,hesitation to explore,negative,202212_113.8914436_22.790544900000004.png
buildings,moderate openness,cautious exploration,neutral,202212_113.8914436_22.790544900000004.png
boundaries,restricted exploration,avoidance of certain areas,negative,202212_113.8914436_22.790544900000004.png
buildings,feeling of enclosure,limited exploration,negative,202212_113.891474774064_22.785579979547432.png
sidewalks,sense of movement,navigating the space,neutral,202212_113.891474774064_22.785579979547432.png
roads,confined urban setting,restricted movement,negative,202212_113.891474774064_22.785579979547432.png
road,sense of exploration,encourages wandering,positive,202212_113.8925627_22.768965.png
sidewalks,comfort and safety,promotes walking,positive,202212_113.8925627_22.768965.png
green spaces,relaxation and tranquility,invites leisure activities,positive,202212_113.8925627_22.768965.png
cityscape,sense of vastness,stimulates curiosity,positive,202212_113.8925627_22.768965.png
intersection,sense of exploration,encourages navigation,positive,202212_113.8919451_22.504159799999996.png
buildings,urban density,promotes social interaction,positive,202212_113.8919451_22.504159799999996.png
roadways,freedom of movement,invites exploration,positive,202212_113.8919451_22.504159799999996.png
road,path for exploration,encouraged movement,positive,202212_113.8917504_22.5683063.png
trees,hint of areas beyond,curiosity to explore,positive,202212_113.8917504_22.5683063.png
sidewalks,suggested pathways,walking,positive,202212_113.8917504_22.5683063.png
barriers,limited exploration,hesitation to move forward,negative,202212_113.8917504_22.5683063.png
infrastructure,defined boundaries,restricted movement,negative,202212_113.8917504_22.5683063.png
street,sense of exploration,exploring various directions,positive,202212_113.89180624418951_22.79290449136687.png
pathways,feeling of movement,traversing the area,positive,202212_113.89180624418951_22.79290449136687.png
sidewalks,sense of safety,walking comfortably,positive,202212_113.89180624418951_22.79290449136687.png
lanes,freedom of movement,navigating traffic,positive,202212_113.89180624418951_22.79290449136687.png
buildings,sense of place,engaging with the environment,positive,202212_113.89180624418951_22.79290449136687.png
roads,expansive possibility,exploring further,positive,202212_113.89180624418951_22.79290449136687.png
streets,sense of scope,exploration,positive,202212_113.8915262_22.7874822.png
buildings,capacity for exploration,exploration,positive,202212_113.8915262_22.7874822.png
intersection,feeling of limitation,restricted movement,negative,202212_113.8915262_22.7874822.png
traffic,sense of restriction,hesitation to explore,negative,202212_113.8915262_22.7874822.png
commercial,boundaries of exploration,avoidance of certain areas,negative,202212_113.8915262_22.7874822.png
intersection,sense of openness,movement and exploration,positive,202212_113.8927901_22.761324599999995.png
roads,implied larger environment,exploration of possibilities,positive,202212_113.8927901_22.761324599999995.png
infrastructure,capacity for transit,reaching various directions,positive,202212_113.8927901_22.761324599999995.png
road,limited exploration,restricted movement,negative,202212_113.89288255776624_22.794407888931023.png
buildings,sense of confinement,avoidance of areas,negative,202212_113.89288255776624_22.794407888931023.png
sidewalks,lack of openness,hesitation to explore,negative,202212_113.89288255776624_22.794407888931023.png
barriers,feeling restricted,limited engagement,negative,202212_113.89288255776624_22.794407888931023.png
intersection,sense of openness,exploration,positive,202212_113.8930679_22.540563199999998.png
roads,potential for navigation,movement,positive,202212_113.8930679_22.540563199999998.png
buildings,hints at possibilities,discovery,positive,202212_113.8930679_22.540563199999998.png
pathways,varied structures,navigation,positive,202212_113.8930679_22.540563199999998.png
road,sense of openness,movement along its length,positive,202212_113.8930728_22.5107957.png
buildings,imposed boundaries,limited exploration,negative,202212_113.8930728_22.5107957.png
fences,imposed boundaries,limited exploration,negative,202212_113.8930728_22.5107957.png
urban development,restricted freedom,few opportunities for exploration,negative,202212_113.8930728_22.5107957.png
roads,sense of exploration,encourages movement,positive,202212_113.8931113_22.538090200000003.png
intersection,feeling of spaciousness,promotes navigation,positive,202212_113.8931113_22.538090200000003.png
skyline,impression of scale,invites curiosity,positive,202212_113.8931113_22.538090200000003.png
urban fabric,sense of potential,inspires exploration,positive,202212_113.8931113_22.538090200000003.png
roads,sense of exploration,movement in many directions,positive,202212_113.8943005_22.776301499999995.png
buildings,feeling of vastness,encouragement to explore,positive,202212_113.8943005_22.776301499999995.png
road,sense of breadth,movement and exploration,positive,202212_113.8936749_22.546827800000003.png
lanes,impression of scale,venturing in various directions,positive,202212_113.8936749_22.546827800000003.png
cityscape,feeling of openness,exploring the area,positive,202212_113.8936749_22.546827800000003.png
vistas,sense of possibility,encouragement to roam,positive,202212_113.8936749_22.546827800000003.png
buildings,limited exploration,avoidance of pathways,negative,202212_113.8970715_22.5647726.png
greenery,sense of confinement,reduced curiosity,negative,202212_113.8970715_22.5647726.png
roads,restricted movement,hesitation to explore,negative,202212_113.8970715_22.5647726.png
sidewalks,lack of openness,limited engagement,negative,202212_113.8970715_22.5647726.png
buildings,sense of enclosure,restricted movement,negative,202212_113.8968186_22.5829807.png
traffic,feeling of constraint,limited exploration,negative,202212_113.8968186_22.5829807.png
sidewalks,constrained possibilities,hesitant navigation,negative,202212_113.8968186_22.5829807.png
urban grid,restrictive environment,lack of exploration,negative,202212_113.8968186_22.5829807.png
road,limited exploration,avoidance of exploration,negative,202212_113.89762626150477_22.76805970185577.png
built,functional transit space,transit use,neutral,202212_113.89762626150477_22.76805970185577.png
areas,confined space,restricted movement,negative,202212_113.89762626150477_22.76805970185577.png
intersection,sense of openness,exploration,positive,202212_113.8954994_22.5238619.png
roads,feeling of spaciousness,move about freely,positive,202212_113.8954994_22.5238619.png
buildings,extended visual horizon,explore surroundings,positive,202212_113.8954994_22.5238619.png
infrastructure,interconnectedness,navigate larger networks,positive,202212_113.8954994_22.5238619.png
road,sense of exploration,encourages movement,positive,202212_113.8982409_22.550873.png
overpass,feeling of openness,promotes crossing,positive,202212_113.8982409_22.550873.png
sidewalks,comfort in navigation,facilitates walking,positive,202212_113.8982409_22.550873.png
street,awareness of space,invites exploration,positive,202212_113.8982409_22.550873.png
road,limited exploration,restricted movement,negative,202212_113.89803890000002_22.472269599999997.png
barriers,sense of confinement,avoidance of exploration,negative,202212_113.89803890000002_22.472269599999997.png
infrastructure,defined paths,following set routes,neutral,202212_113.89803890000002_22.472269599999997.png
greenery,visual depth,encouraged observation,positive,202212_113.89803890000002_22.472269599999997.png
street,limited exploration possibilities,hesitation to explore,negative,202212_113.89919588637308_22.514262033985645.png
sidewalks,potential areas to explore,encouragement to walk,positive,202212_113.89919588637308_22.514262033985645.png
fences,feeling of restriction,avoidance of certain areas,negative,202212_113.89919588637308_22.514262033985645.png
buildings,urban context,exploration of urban spaces,neutral,202212_113.89919588637308_22.514262033985645.png
street,limited exploration,hesitation to explore,negative,202212_113.89926574258234_22.584803084582735.png
greenery,potential for discovery,encouragement to explore,positive,202212_113.89926574258234_22.584803084582735.png
fences,restricted movement,avoidance of certain areas,negative,202212_113.89926574258234_22.584803084582735.png
buildings,defined pathways,following established routes,neutral,202212_113.89926574258234_22.584803084582735.png
intersection,sense of space,movement exploration,positive,202212_113.8993527_22.7867448.png
roads,potential for exploration,urban navigation,positive,202212_113.8993527_22.7867448.png
buildings,sense of enclosure,hesitation in movement,negative,202212_113.8993527_22.7867448.png
road,sense of openness,exploration,positive,202212_113.8994872_22.4809686.png
sidewalks,sense of openness,exploration,positive,202212_113.8994872_22.4809686.png
buildings,perceived boundaries,limited exploration,negative,202212_113.8994872_22.4809686.png
hills,sense of openness,exploration,positive,202212_113.8994872_22.4809686.png
infrastructure,perceived boundaries,limited exploration,negative,202212_113.8994872_22.4809686.png
housing,perceived boundaries,limited exploration,negative,202212_113.8994872_22.4809686.png
underpass,feeling of constraint,restricted movement,negative,202212_113.90004392649917_22.540017152868153.png
barriers,sense of limitation,avoidance of exploration,negative,202212_113.90004392649917_22.540017152868153.png
infrastructure,lack of openness,hesitation to engage,negative,202212_113.90004392649917_22.540017152868153.png
road,sense of broadness,movement and exploration,positive,202212_113.9007474100415_22.77763015527308.png
infrastructure,feeling of openness,navigating the space,positive,202212_113.9007474100415_22.77763015527308.png
sidewalk,constrained exploration,limited movement,negative,202212_113.90181678152064_22.55362767441567.png
road,restricted access,cautious navigation,negative,202212_113.90181678152064_22.55362767441567.png
buildings,clear boundaries,avoidance of areas,negative,202212_113.90181678152064_22.55362767441567.png
road,sense of openness,encourages movement,positive,202212_113.90203875985169_22.596490384445456.png
trees,feeling of tranquility,invites exploration,positive,202212_113.90203875985169_22.596490384445456.png
walkway,safety and accessibility,promotes walking,positive,202212_113.90203875985169_22.596490384445456.png
greenery,connection to nature,increases leisure activities,positive,202212_113.90203875985169_22.596490384445456.png
intersection,sense of scale,movement in various directions,positive,202212_113.90390698964444_22.774286045161404.png
roads,perceived freedom of exploration,limited exploration,negative,202212_113.90390698964444_22.774286045161404.png
traffic,implicit boundaries,slightly limiting exploration,negative,202212_113.90390698964444_22.774286045161404.png
intersection,moderate scope for exploration,move in various directions,neutral,202212_113.90245330000002_22.580992999999996.png
buildings,feels less open-ended,limited exploration,negative,202212_113.90245330000002_22.580992999999996.png
traffic,organized and dense,navigate carefully,negative,202212_113.90245330000002_22.580992999999996.png
sidewalks,pathways available,encourage movement,positive,202212_113.90245330000002_22.580992999999996.png
intersection,sense of expansiveness,move and explore,positive,202212_113.9032191_22.7853983.png
buildings,impression of scale,navigate urban area,positive,202212_113.9032191_22.7853983.png
roads,openness,travel in various directions,positive,202212_113.9032191_22.7853983.png
road,sense of openness,encourages exploration,positive,202212_113.90481946989334_22.537548032462794.png
landscape,feeling of vastness,promotes movement,positive,202212_113.90481946989334_22.537548032462794.png
structures,sense of limitation,restricts exploration,negative,202212_113.90481946989334_22.537548032462794.png
landscape,sense of exploration,encourages movement,positive,202212_113.9047575_22.5314773.png
roads,feeling of openness,invites navigation,positive,202212_113.9047575_22.5314773.png
buildings,impression of vastness,promotes curiosity,positive,202212_113.9047575_22.5314773.png
intersection,sense of connectivity,facilitates choice,positive,202212_113.9047575_22.5314773.png
road,openness for movement,exploration,positive,202212_113.904887_22.525975400000004.png
landscape,potential for exploration,broader exploration,positive,202212_113.904887_22.525975400000004.png
intersection,moderate exploration,navigate through space,neutral,202212_113.9048747_22.5351983.png
buildings,sense of confinement,limit movement,negative,202212_113.9048747_22.5351983.png
roads,restricted possibilities,hesitate to explore,negative,202212_113.9048747_22.5351983.png
urban,potential for discovery,encourage exploration,positive,202212_113.9048747_22.5351983.png
street,sense of exploration,navigate the area,positive,202212_113.90588_22.572369.png
buildings,feeling of spaciousness,explore surroundings,positive,202212_113.90588_22.572369.png
traffic,awareness of urban activity,move in various directions,neutral,202212_113.90588_22.572369.png
sidewalks,sense of safety,walk comfortably,positive,202212_113.90588_22.572369.png
road,limited exploration,restricted movement,negative,202212_113.9052629_22.544617799999997.png
buildings,sense of breadth,encouraged navigation,positive,202212_113.9052629_22.544617799999997.png
intersection,sense of openness,exploration,positive,202212_113.9071875_22.784018599999996.png
roads,feeling of connectivity,movement,positive,202212_113.9071875_22.784018599999996.png
sidewalks,sense of safety,discovery,positive,202212_113.9071875_22.784018599999996.png
cityscape,awe and curiosity,exploration,positive,202212_113.9071875_22.784018599999996.png
road,impression of expansiveness,explore and move,positive,202212_113.9079124_22.4861306.png
buildings,sense of scale,navigate urban fabric,positive,202212_113.9079124_22.4861306.png
intersection,sense of exploration,encourages movement,positive,202212_113.90703711639695_22.781499274355372.png
bridge,feeling of interconnectedness,promotes crossing,positive,202212_113.90703711639695_22.781499274355372.png
road,overwhelmed by traffic,hesitation to engage,negative,202212_113.90703711639695_22.781499274355372.png
urban setting,sense of vastness,inspires further exploration,positive,202212_113.90703711639695_22.781499274355372.png
street,sense of exploration,encourages movement,positive,202212_113.909758_22.487155499999997.png
shops,invitation to explore,promotes visiting,positive,202212_113.909758_22.487155499999997.png
traffic,awareness of activity,increases caution,neutral,202212_113.909758_22.487155499999997.png
sidewalks,feeling of safety,encourages walking,positive,202212_113.909758_22.487155499999997.png
street,limited sense of exploration,restricted movement,negative,202212_113.9090281_22.475081299999996.png
buildings,feeling of being in a work-in-progress area,hesitation to explore,negative,202212_113.9090281_22.475081299999996.png
barriers,obstruction of space,avoidance of area,negative,202212_113.9090281_22.475081299999996.png
roads,limited exploration,avoidance of movement,negative,202212_113.9088971_22.5624485.png
buildings,constrained environment,reduced curiosity,negative,202212_113.9088971_22.5624485.png
construction,disruption of space,hesitation to explore,negative,202212_113.9088971_22.5624485.png
roads,structured environment,limited exploration,negative,202212_113.9097868_22.4838288.png
buildings,defined landscape,restricted movement,negative,202212_113.9097868_22.4838288.png
green spaces,controlled nature,calmness,positive,202212_113.9097868_22.4838288.png
street,sense of confinement,limited exploration,negative,202212_113.9101582_22.5185216.png
environment,potential for exploration,encouraged exploration,positive,202212_113.9101582_22.5185216.png
barriers,sense of confinement,restricted movement,negative,202212_113.9101582_22.5185216.png
traffic,sense of confinement,restricted movement,negative,202212_113.9101582_22.5185216.png
infrastructure,limited possibilities,restricted exploration,negative,202212_113.9101582_22.5185216.png
avenue,sense of breadth,exploration,positive,202212_113.9101226_22.5151741.png
barriers,feeling of limitation,hesitation to explore,negative,202212_113.9101226_22.5151741.png
vehicles,sense of congestion,avoidance of movement,negative,202212_113.9101226_22.5151741.png
buildings,implied boundaries,restricted exploration,negative,202212_113.9101226_22.5151741.png
sidewalks,sense of structure,navigating the space,neutral,202212_113.9101226_22.5151741.png
street,possibility of exploration,move along the street,positive,202212_113.91085916435753_22.76927076485941.png
buildings,sense of boundaries,limited exploration,negative,202212_113.91085916435753_22.76927076485941.png
traffic,sense of confinement,restricted movement,negative,202212_113.91085916435753_22.76927076485941.png
urban park,opportunity for exploration,explore diverse directions,positive,202212_113.91085916435753_22.76927076485941.png
landscape,sense of openness,exploration,positive,202212_113.9114993_22.587506.png
roads,freedom of movement,navigation,positive,202212_113.9114993_22.587506.png
pathways,connectedness,engagement with environment,positive,202212_113.9114993_22.587506.png
structures,awe and inspiration,exploration,positive,202212_113.9114993_22.587506.png
street,limited exploration,restricted movement,negative,202212_113.9136098_22.531193499999997.png
barriers,feeling contained,hesitation to explore,negative,202212_113.9136098_22.531193499999997.png
infrastructure,sense of confinement,avoidance of movement,negative,202212_113.9136098_22.531193499999997.png
greenery,visually appealing,exploration,positive,202212_113.9112664_22.481579000000004.png
pathways,suggests direction,limited exploration,negative,202212_113.9112664_22.481579000000004.png
security gate,implies restriction,hesitation to enter,negative,202212_113.9112664_22.481579000000004.png
view,pleasant,enjoyment,positive,202212_113.9112664_22.481579000000004.png
street,limited exploration,avoidance of exploration,negative,202212_113.913214_22.49994269999999.png
traffic,defined boundaries,restricted movement,negative,202212_113.913214_22.49994269999999.png
sidewalks,sense of confinement,hesitation to explore,negative,202212_113.913214_22.49994269999999.png
buildings,lack of openness,discouragement from wandering,negative,202212_113.913214_22.49994269999999.png
intersection,sense of exploration,encouraging movement,positive,202212_113.9141295_22.584776300000005.png
streets,feeling of connectivity,navigating through space,positive,202212_113.9141295_22.584776300000005.png
sidewalks,sense of safety,promoting walking,positive,202212_113.9141295_22.584776300000005.png
development,sense of boundaries,restricting movement,negative,202212_113.9141295_22.584776300000005.png
roads,sense of openness,exploring further,positive,202212_113.9141295_22.584776300000005.png
road,limited exploration,restricted movement,negative,202212_113.91433130000001_22.5436095.png
fencing,sense of confinement,avoidance of exploration,negative,202212_113.91433130000001_22.5436095.png
buildings,defined boundaries,following a path,negative,202212_113.91433130000001_22.5436095.png
traffic,dangerous environment,cautious movement,negative,202212_113.91433130000001_22.5436095.png
sidewalks,limited exploration,hesitant movement,negative,202212_113.9144565_22.508373499999998.png
buildings,defined boundaries,restricted navigation,negative,202212_113.9144565_22.508373499999998.png
traffic,organized structure,controlled movement,neutral,202212_113.9144565_22.508373499999998.png
areas,lack of openness,limited exploration,negative,202212_113.9144565_22.508373499999998.png
road,sense of freedom,exploration,positive,202212_113.9154625_22.5104906.png
crosswalks,safety and accessibility,movement,positive,202212_113.9154625_22.5104906.png
view,awe and inspiration,navigating,positive,202212_113.9154625_22.5104906.png
buildings,scale and grandeur,discovery,positive,202212_113.9154625_22.5104906.png
infrastructure,connectedness,exploring different areas,positive,202212_113.9154625_22.5104906.png
street,sense of openness,exploration,positive,202212_113.9148524_22.517607299999998.png
buildings,sense of enclosure,limited movement,negative,202212_113.9148524_22.517607299999998.png
vehicles,constrained freedom,hesitation to explore,negative,202212_113.9148524_22.517607299999998.png
infrastructure,restricted access,avoidance of certain areas,negative,202212_113.9148524_22.517607299999998.png
street,sense of exploration,encourages movement,positive,202212_113.9167425_22.5385963.png
buildings,urban confinement,limits exploration,negative,202212_113.9167425_22.5385963.png
traffic,sense of caution,promotes careful navigation,negative,202212_113.9167425_22.5385963.png
intersection,sense of spaciousness,potential for movement,positive,202212_113.9169587_22.503296799999998.png
lanes,sense of spaciousness,potential for movement,positive,202212_113.9169587_22.503296799999998.png
development,sense of spaciousness,potential for movement,positive,202212_113.9169587_22.503296799999998.png
traffic,limited exploration,caution in movement,negative,202212_113.9169587_22.503296799999998.png
sidewalks,limited exploration,caution in movement,negative,202212_113.9169587_22.503296799999998.png
landscape,broad view,encouragement to explore,positive,202212_113.9169587_22.503296799999998.png
intersection,moderate sense of scope,limited exploration,neutral,202212_113.9172702_22.5816745.png
traffic,controlled environment,restricted movement,negative,202212_113.9172702_22.5816745.png
boundaries,feeling of limitation,discouraged exploration,negative,202212_113.9172702_22.5816745.png
road,sense of openness,movement in multiple directions,positive,202212_113.9175375_22.5687916.png
buildings,boundaries presented,exploration within the urban landscape,neutral,202212_113.9175375_22.5687916.png
cityscape,part of a larger urban network,potential for exploration,positive,202212_113.9175375_22.5687916.png
structures,distant presence,encouragement to explore,positive,202212_113.9175375_22.5687916.png
shops,opportunities for exploration,encouraging movement,positive,202212_113.9169837_22.524702500000004.png
vehicles,limitations on movement,restricting exploration,negative,202212_113.9169837_22.524702500000004.png
buildings,urban expanse,inviting exploration,neutral,202212_113.9169837_22.524702500000004.png
street,sense of exploration,exploring the area,positive,202212_113.9185767_22.7716986.png
buildings,feeling of confinement,staying within limits,negative,202212_113.9185767_22.7716986.png
median,aesthetic appreciation,engaging with the environment,positive,202212_113.9185767_22.7716986.png
buildings,constrained exploration,limited movement,negative,202212_113.9181364_22.5882418.png
greenery,sense of calm,encouraged relaxation,positive,202212_113.9181364_22.5882418.png
traffic,stressful environment,avoidance behavior,negative,202212_113.9181364_22.5882418.png
road,defined boundaries,restricted exploration,negative,202212_113.9181364_22.5882418.png
road,limited exploration,restricted movement,negative,202212_113.91857970000001_22.56204509999999.png
sidewalks,constrained freedom,hesitant walking,negative,202212_113.91857970000001_22.56204509999999.png
fences,feeling of confinement,avoidance of exploration,negative,202212_113.91857970000001_22.56204509999999.png
traffic,sense of danger,cautious navigation,negative,202212_113.91857970000001_22.56204509999999.png
buildings,restricted view,limited discovery,negative,202212_113.91857970000001_22.56204509999999.png
highway,feeling of vastness,exploration,positive,202212_113.918782_22.507989899999995.png
intersection,sense of scale,movement,positive,202212_113.918782_22.507989899999995.png
buildings,urban density,navigating space,positive,202212_113.918782_22.507989899999995.png
roads,broad possibilities,exploring options,positive,202212_113.918782_22.507989899999995.png
view,sense of spaciousness,exploration of environment,positive,202212_113.9191287_22.543243499999996.png
roads,potential for movement,navigation through urban area,positive,202212_113.9191287_22.543243499999996.png
infrastructure,focus on transportation,utilization of urban facilities,neutral,202212_113.9191287_22.543243499999996.png
buildings,scale of environment,exploration of large spaces,positive,202212_113.9191287_22.543243499999996.png
street,sense of openness,exploration,positive,202212_113.9195267_22.530506399999997.png
buildings,sense of boundary,limited exploration,negative,202212_113.9195267_22.530506399999997.png
cityscape,feeling of vastness,curiosity,neutral,202212_113.9195267_22.530506399999997.png
intersection,sense of exploration,movement in various directions,positive,202212_113.9191967_22.505651799999995.png
buildings,broader urban context,engagement with surroundings,positive,202212_113.9191967_22.505651799999995.png
trees,enhanced environment,appreciation of nature,positive,202212_113.9191967_22.505651799999995.png
intersection,sense of exploration,exploring the area,positive,202212_113.9200199_22.4932087.png
buildings,feeling of confinement,hesitation to explore,negative,202212_113.9200199_22.4932087.png
traffic,structured environment,limited movement,negative,202212_113.9200199_22.4932087.png
road,constrained exploration,limited movement,negative,202212_113.919858_22.502453599999996.png
buildings,restricted openness,avoidance of exploration,negative,202212_113.919858_22.502453599999996.png
traffic,stressful environment,hesitation to engage,negative,202212_113.919858_22.502453599999996.png
construction,disruption of space,withdrawal from area,negative,202212_113.919858_22.502453599999996.png
streets,possibilities for movement,exploration,positive,202212_113.919993_22.5354385.png
buildings,imposed boundaries,limited exploration,negative,202212_113.919993_22.5354385.png
intersection,sense of urban expanse,navigation,neutral,202212_113.919993_22.5354385.png
road,sense of openness,move along the road,positive,202212_113.9207442_22.585634100000004.png
horizons,feeling of expansive exploration,explore the area,positive,202212_113.9207442_22.585634100000004.png
infrastructure,limited feeling of exploration,hesitate to explore,negative,202212_113.9207442_22.585634100000004.png
barriers,restricted feeling of movement,avoid certain areas,negative,202212_113.9207442_22.585634100000004.png
environment,implicit boundaries,stay within limits,negative,202212_113.9207442_22.585634100000004.png
road,contained environment,limited exploration,negative,202212_113.9219362_22.502629899999995.png
building,structured area,restricted movement,negative,202212_113.9219362_22.502629899999995.png
intersection,impression of order,navigating paths,neutral,202212_113.9219362_22.502629899999995.png
sidewalk,sense of safety,walking,positive,202212_113.9219362_22.502629899999995.png
streets,sense of expansiveness,exploration,positive,202212_113.9220025_22.517857700000004.png
buildings,implied possibilities,urban exploration,positive,202212_113.9220025_22.517857700000004.png
traffic,sense of limitation,hesitation to explore,negative,202212_113.9220025_22.517857700000004.png
infrastructure,sense of confinement,avoidance of exploration,negative,202212_113.9220025_22.517857700000004.png
street,sense of openness,encouraged exploration,positive,202212_113.9199595_22.5193042.png
pathways,feeling of accessibility,increased pedestrian activity,positive,202212_113.9199595_22.5193042.png
barriers,sense of restriction,hesitation to explore,negative,202212_113.9199595_22.5193042.png
buildings,sense of confinement,limited movement,negative,202212_113.9199595_22.5193042.png
walkways,feeling of connection,facilitated navigation,positive,202212_113.9199595_22.5193042.png
street,sense of openness,movement and exploration,positive,202212_113.9224188_22.538887600000006.png
lanes,feeling of safety,crossing roads,positive,202212_113.9224188_22.538887600000006.png
crosswalks,awareness of surroundings,navigating the area,positive,202212_113.9224188_22.538887600000006.png
roads,sense of connectivity,exploring further,positive,202212_113.9224188_22.538887600000006.png
streets,limited exploration possibilities,restricted movement,negative,202212_113.92298935213402_22.551725246566924.png
buildings,sense of being contained,avoidance of exploration,negative,202212_113.92298935213402_22.551725246566924.png
structures,feeling of confinement,decreased engagement,negative,202212_113.92298935213402_22.551725246566924.png
street,sense of possibility,movement and discovery,positive,202212_113.9232015_22.533973500000002.png
sidewalks,opportunities for exploration,exploration,positive,202212_113.9232015_22.533973500000002.png
green spaces,sufficient space,movement,positive,202212_113.9232015_22.533973500000002.png
road,sense of openness,movement and exploration,positive,202212_113.92403650000001_22.7635856.png
fences,limited perceived scope,restricted exploration,negative,202212_113.92403650000001_22.7635856.png
green areas,sense of openness,movement and exploration,positive,202212_113.92403650000001_22.7635856.png
urban structures,limited perceived scope,restricted exploration,negative,202212_113.92403650000001_22.7635856.png
