spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
infrastructure,overwhelmed attention,distraction,negative,202212_113.8890628_22.783663699999995.png
fencing,detracted appeal,disinterest,negative,202212_113.8890628_22.783663699999995.png
architecture,moderate fascination,engagement,neutral,202212_113.89013793409188_22.77905016065612.png
vehicles,busy environment,movement observation,neutral,202212_113.89013793409188_22.77905016065612.png
greenery,limited surprise,brief enjoyment,negative,202212_113.89013793409188_22.77905016065612.png
sky,overcast mood,reflection,negative,202212_113.89013793409188_22.77905016065612.png
road,functional routine,navigation,neutral,202212_113.89013793409188_22.77905016065612.png
trees,not captivating,lack of engagement,negative,202212_113.8895968_22.505542500000004.png
buildings,utilitarian impression,functional focus,neutral,202212_113.8895968_22.505542500000004.png
vehicles,chaotic feeling,increased activity,negative,202212_113.8895968_22.505542500000004.png
cranes,overwhelmed state,distraction,negative,202212_113.8895968_22.505542500000004.png
trees,some visual interest,explore the area,positive,202212_113.889295_22.4965517.png
buildings,functional urban street,pass through quickly,negative,202212_113.889295_22.4965517.png
infrastructure,lack of engagement,avoid lingering,negative,202212_113.889295_22.4965517.png
vehicles,boredom,distracted driving,negative,202212_113.889295_22.4965517.png
greenery,moderate fascination,appreciate beauty,positive,202212_113.889295_22.4965517.png
trees,calmness and order,engagement with environment,positive,202212_113.8901847_22.5280826.png
buildings,lack of fascination,disinterest or boredom,negative,202212_113.8901847_22.5280826.png
road,sense of organization,navigation and movement,neutral,202212_113.8901847_22.5280826.png
buildings,high fascination,engagement with environment,positive,202212_113.89069028552879_22.521237535308856.png
vehicles,dynamic scene,increased activity,positive,202212_113.89069028552879_22.521237535308856.png
sky,sense of openness,exploration,positive,202212_113.89069028552879_22.521237535308856.png
streets,stimulating atmosphere,social interaction,positive,202212_113.89069028552879_22.521237535308856.png
trees,visual interest,engagement with surroundings,positive,202212_113.8908356_22.50234199999999.png
sunlight,pleasant ambiance,spending time outdoors,positive,202212_113.8908356_22.50234199999999.png
buildings,neutral presence,navigation through space,neutral,202212_113.8908356_22.50234199999999.png
road,functional awareness,movement within area,neutral,202212_113.8908356_22.50234199999999.png
greenery,some visual interest,increased engagement,positive,202212_113.8909361_22.4762928.png
infrastructure,moderate level of fascination,curiosity,neutral,202212_113.8909361_22.4762928.png
pedestrians,dynamic element,social interaction,positive,202212_113.8909361_22.4762928.png
traffic,not overwhelmingly captivating,passive observation,negative,202212_113.8909361_22.4762928.png
traffic,chaotic environment,avoidance,negative,202212_113.8914436_22.790544900000004.png
signage,lack of curiosity,disengagement,negative,202212_113.8914436_22.790544900000004.png
buildings,uninteresting,boredom,negative,202212_113.8914436_22.790544900000004.png
signs,moderate fascination,exploration,positive,202212_113.891474774064_22.785579979547432.png
vehicles,points of interest,engagement,positive,202212_113.891474774064_22.785579979547432.png
buildings,feeling of sameness,disengagement,negative,202212_113.891474774064_22.785579979547432.png
sky,limited engagement,withdrawal,negative,202212_113.891474774064_22.785579979547432.png
greenery,visual interest,engagement with surroundings,positive,202212_113.8925627_22.768965.png
architecture,captivating scene,exploration of space,positive,202212_113.8925627_22.768965.png
vehicles,attention capture,curiosity about movement,positive,202212_113.8925627_22.768965.png
traffic,dynamic fascination,observation of activity,positive,202212_113.8925627_22.768965.png
overpasses,moderate captivation,appreciation of design,positive,202212_113.8925627_22.768965.png
streetscape,interest stimulation,exploration of environment,positive,202212_113.8925627_22.768965.png
trees,moderate fascination,limited engagement,neutral,202212_113.8919451_22.504159799999996.png
buildings,visual interest,curiosity,positive,202212_113.8919451_22.504159799999996.png
traffic,detracted engagement,avoidance,negative,202212_113.8919451_22.504159799999996.png
construction,distracted focus,distraction,negative,202212_113.8919451_22.504159799999996.png
trees,moderate fascination,capture attention,positive,202212_113.8917504_22.5683063.png
architecture,pleasant visual,engagement,positive,202212_113.8917504_22.5683063.png
traffic,dynamic interest,curiosity,positive,202212_113.8917504_22.5683063.png
road,limited engagement,distraction,negative,202212_113.8917504_22.5683063.png
barriers,restricted interaction,avoidance,negative,202212_113.8917504_22.5683063.png
sky,pleasant atmosphere,enjoyment,positive,202212_113.8917504_22.5683063.png
buildings,mundane activity,lack of engagement,negative,202212_113.89180624418951_22.79290449136687.png
traffic,repetitive nature,distraction from surroundings,negative,202212_113.89180624418951_22.79290449136687.png
construction,sense of unfinishedness,curiosity without satisfaction,negative,202212_113.89180624418951_22.79290449136687.png
greenery,attention-grabbing,exploration,positive,202212_113.8915262_22.7874822.png
buildings,functional urban environment,passive observation,neutral,202212_113.8915262_22.7874822.png
traffic,bustling city life,engagement with surroundings,positive,202212_113.8915262_22.7874822.png
signage,commonplace,disinterest,negative,202212_113.8915262_22.7874822.png
trees,limited engagement,lack of interest,negative,202212_113.8927901_22.761324599999995.png
vehicles,functional monotony,distraction from surroundings,negative,202212_113.8927901_22.761324599999995.png
buildings,urban detachment,avoidance of interaction,negative,202212_113.8927901_22.761324599999995.png
concrete,sterile environment,disengagement,negative,202212_113.8927901_22.761324599999995.png
traffic signals,repetitive routine,compliance with order,neutral,202212_113.8927901_22.761324599999995.png
barriers,limited engagement,escape boredom,negative,202212_113.89288255776624_22.794407888931023.png
buildings,lack of intrigue,disinterest,negative,202212_113.89288255776624_22.794407888931023.png
traffic,urban utility,avoidance,negative,202212_113.89288255776624_22.794407888931023.png
advertisements,not engaging,indifference,negative,202212_113.89288255776624_22.794407888931023.png
buildings,sense of modernity,increased exploration,positive,202212_113.8930679_22.540563199999998.png
traffic,feeling of busyness,heightened alertness,neutral,202212_113.8930679_22.540563199999998.png
construction,curiosity about growth,engagement with development,positive,202212_113.8930679_22.540563199999998.png
infrastructure,limited engagement,withdrawal from interaction,negative,202212_113.8930679_22.540563199999998.png
sky,low fascination,lack of engagement,negative,202212_113.8930728_22.5107957.png
landscape,monotonous,disinterest,negative,202212_113.8930728_22.5107957.png
infrastructure,lack of wonder,no exploration,negative,202212_113.8930728_22.5107957.png
skyscrapers,interesting due to scale,exploration,positive,202212_113.8931113_22.538090200000003.png
patterns,limited fascination,disengagement,negative,202212_113.8931113_22.538090200000003.png
environment,little sustained attention,avoidance,negative,202212_113.8931113_22.538090200000003.png
vehicles,mildly captivating,preventing boredom,positive,202212_113.8943005_22.776301499999995.png
traffic,visual interest,engaging with surroundings,positive,202212_113.8943005_22.776301499999995.png
buildings,some visual interest,exploring the area,positive,202212_113.8943005_22.776301499999995.png
buildings,structured urban activity,potential for boredom,negative,202212_113.8936749_22.546827800000003.png
roadway,functional busy space,increased traffic flow,neutral,202212_113.8936749_22.546827800000003.png
traffic lights,orderly environment,compliance with traffic rules,positive,202212_113.8936749_22.546827800000003.png
trees,limited attention,routine activity,negative,202212_113.8970715_22.5647726.png
buildings,moderate fascination,passive observation,neutral,202212_113.8970715_22.5647726.png
roads,routine activity,commuting,neutral,202212_113.8970715_22.5647726.png
vehicles,busy environment,movement through space,negative,202212_113.8970715_22.5647726.png
vehicles,visual interest,attraction to the scene,positive,202212_113.8968186_22.5829807.png
shops,moderate fascination,exploration of the area,neutral,202212_113.8968186_22.5829807.png
trees,enhanced environment,seeking relaxation,positive,202212_113.8968186_22.5829807.png
buildings,monotony,disengagement from the space,negative,202212_113.8968186_22.5829807.png
traffic,mundane experience,avoid boredom,negative,202212_113.89762626150477_22.76805970185577.png
buildings,lack of intrigue,disengagement,negative,202212_113.89762626150477_22.76805970185577.png
greenery,limited fascination,inattention,negative,202212_113.89762626150477_22.76805970185577.png
intersection,functional monotony,limited engagement,negative,202212_113.8954994_22.5238619.png
vehicles,moderate interest,transitory observation,neutral,202212_113.8954994_22.5238619.png
buildings,lack of uniqueness,minimal exploration,negative,202212_113.8954994_22.5238619.png
greenery,slight relief,brief enjoyment,positive,202212_113.8954994_22.5238619.png
traffic lights,functional distraction,momentary focus,neutral,202212_113.8954994_22.5238619.png
trees,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png
shadows,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png
overpass,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png
buildings,repetitive nature,limited engagement,negative,202212_113.8982409_22.550873.png
traffic,ongoing distraction,limited engagement,negative,202212_113.8982409_22.550873.png
trees,visual interest,exploration,positive,202212_113.89803890000002_22.472269599999997.png
road,moderate fascination,engagement,neutral,202212_113.89803890000002_22.472269599999997.png
vehicles,detracted experience,avoidance,negative,202212_113.89803890000002_22.472269599999997.png
construction,lack of peace,distraction,negative,202212_113.89803890000002_22.472269599999997.png
bicycles,curiosity,exploring surroundings,positive,202212_113.89919588637308_22.514262033985645.png
buildings,monotony,limited engagement,negative,202212_113.89919588637308_22.514262033985645.png
fences,restriction,withdrawal,negative,202212_113.89919588637308_22.514262033985645.png
greenery,moderate fascination,visual interest,positive,202212_113.89926574258234_22.584803084582735.png
road,limited discovery,sustained engagement,negative,202212_113.89926574258234_22.584803084582735.png
trees,limited discovery,sustained engagement,negative,202212_113.89926574258234_22.584803084582735.png
urban structures,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png
construction site,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png
vehicle,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png
buildings,sense of monotony,lack of engagement,negative,202212_113.8993527_22.7867448.png
trees,limited intrigue,minimal exploration,negative,202212_113.8993527_22.7867448.png
traffic,feeling of movement,transitory actions,neutral,202212_113.8993527_22.7867448.png
sky,partly cloudy mood,indifference,negative,202212_113.8993527_22.7867448.png
greenery,pleasing aesthetic,engagement with space,positive,202212_113.8994872_22.4809686.png
palm,visual interest,exploration of surroundings,positive,202212_113.8994872_22.4809686.png
buildings,urban setting,limited engagement,negative,202212_113.8994872_22.4809686.png
traffic,distraction,avoidance of area,negative,202212_113.8994872_22.4809686.png
concrete,limited visual interest,difficult to engage,negative,202212_113.90004392649917_22.540017152868153.png
greenery,insufficient complexity,fails to captivate,negative,202212_113.90004392649917_22.540017152868153.png
trees,sense of order,engagement,positive,202212_113.9007474100415_22.77763015527308.png
buildings,lack of interest,boredom,negative,202212_113.9007474100415_22.77763015527308.png
greenery,minimal engagement,distraction,neutral,202212_113.9007474100415_22.77763015527308.png
road,not captivating,disengagement,negative,202212_113.9007474100415_22.77763015527308.png
greenery,moderate fascination,exploration,positive,202212_113.90181678152064_22.55362767441567.png
sunlight,visual interest,engagement,positive,202212_113.90181678152064_22.55362767441567.png
traffic,lack of captivation,avoidance,negative,202212_113.90181678152064_22.55362767441567.png
greenery,engaged attention,exploring surroundings,positive,202212_113.90203875985169_22.596490384445456.png
pedestrian,sense of solitude,reflecting,positive,202212_113.90203875985169_22.596490384445456.png
shade,comfort,lingering,positive,202212_113.90203875985169_22.596490384445456.png
buildings,visual complexity,observing,positive,202212_113.90203875985169_22.596490384445456.png
architecture,interest and fascination,exploration of details,positive,202212_113.90390698964444_22.774286045161404.png
greenery,calmness and relaxation,lingering in the space,positive,202212_113.90390698964444_22.774286045161404.png
streetscape,boredom,avoidance of the area,negative,202212_113.90390698964444_22.774286045161404.png
traffic,stress and distraction,hurrying through the space,negative,202212_113.90390698964444_22.774286045161404.png
concrete,monotony,disengagement from surroundings,negative,202212_113.90390698964444_22.774286045161404.png
traffic,moderate fascination,draw attention,positive,202212_113.90245330000002_22.580992999999996.png
buildings,limited engagement,reduce interaction,negative,202212_113.90245330000002_22.580992999999996.png
greenery,not dominant,less captivation,negative,202212_113.90245330000002_22.580992999999996.png
intersection,busy environment,avoid lingering,negative,202212_113.9032191_22.7853983.png
buildings,lack of intrigue,pass through quickly,negative,202212_113.9032191_22.7853983.png
trees,minimal appeal,ignore surroundings,negative,202212_113.9032191_22.7853983.png
traffic,functional focus,hurry along,negative,202212_113.9032191_22.7853983.png
vehicles,moderate fascination,increased observation,positive,202212_113.90481946989334_22.537548032462794.png
greenery,visual interest,enhanced relaxation,positive,202212_113.90481946989334_22.537548032462794.png
road,limited captivation,decreased engagement,negative,202212_113.90481946989334_22.537548032462794.png
traffic,distraction,avoidance of the area,negative,202212_113.90481946989334_22.537548032462794.png
buildings,moderate interest,exploration,neutral,202212_113.9047575_22.5314773.png
traffic,sense of activity,movement,neutral,202212_113.9047575_22.5314773.png
greenery,prevent boredom,engagement,positive,202212_113.9047575_22.5314773.png
construction,lack of deep engagement,distraction,negative,202212_113.9047575_22.5314773.png
infrastructure,moderate fascination,observation,neutral,202212_113.9047575_22.5314773.png
architecture,visual interest,engagement,positive,202212_113.904887_22.525975400000004.png
greenery,appealing environment,attraction,positive,202212_113.904887_22.525975400000004.png
traffic,functional urban feel,limited attention,negative,202212_113.904887_22.525975400000004.png
sky,enhanced visual appeal,uplifted mood,positive,202212_113.904887_22.525975400000004.png
buildings,moderate fascination,capture attention,positive,202212_113.9048747_22.5351983.png
traffic,limited engagement,distraction,negative,202212_113.9048747_22.5351983.png
greenery,points of interest,exploration,positive,202212_113.9048747_22.5351983.png
sky,overcast mood,withdrawal,negative,202212_113.9048747_22.5351983.png
infrastructure,repetitive nature,boredom,negative,202212_113.9048747_22.5351983.png
vehicles,heightened engagement,exploring surroundings,positive,202212_113.90588_22.572369.png
shops,visual stimulation,shopping,positive,202212_113.90588_22.572369.png
people,social interaction,mingling,positive,202212_113.90588_22.572369.png
vendors,curiosity,browsing,positive,202212_113.90588_22.572369.png
storefronts,visual richness,admiring aesthetics,positive,202212_113.90588_22.572369.png
greenery,visual interest,engage with details,positive,202212_113.9052629_22.544617799999997.png
traffic,reduced fascination,limited engagement,negative,202212_113.9052629_22.544617799999997.png
infrastructure,visual contrast,observe surroundings,neutral,202212_113.9052629_22.544617799999997.png
intersection,lack of fascination,minimal engagement,negative,202212_113.9071875_22.784018599999996.png
buildings,ordinary cityscape,passive observation,neutral,202212_113.9071875_22.784018599999996.png
traffic,sense of activity,navigating through,positive,202212_113.9071875_22.784018599999996.png
buildings,fascination,exploration,positive,202212_113.9079124_22.4861306.png
greenery,interest,engagement,positive,202212_113.9079124_22.4861306.png
streetscape,boredom,disengagement,negative,202212_113.9079124_22.4861306.png
traffic,frustration,avoidance,negative,202212_113.9079124_22.4861306.png
infrastructure,functional perception,utilitarian use,neutral,202212_113.9079124_22.4861306.png
intersection,limited fascination,boredom,negative,202212_113.90703711639695_22.781499274355372.png
buildings,functional infrastructure,lack of engagement,negative,202212_113.90703711639695_22.781499274355372.png
trees,minimal attention,disinterest,negative,202212_113.90703711639695_22.781499274355372.png
bridge,not prominent,overlooked,negative,202212_113.90703711639695_22.781499274355372.png
architecture,high degree of fascination,capture attention,positive,202212_113.909758_22.487155499999997.png
building,prevent boredom,engage with surroundings,positive,202212_113.909758_22.487155499999997.png
traffic,visual interest,explore the area,positive,202212_113.909758_22.487155499999997.png
pedestrians,dynamic environment,interact socially,positive,202212_113.909758_22.487155499999997.png
construction,low engagement,lack of attraction,negative,202212_113.9090281_22.475081299999996.png
scaffolding,visual clutter,distraction,negative,202212_113.9090281_22.475081299999996.png
barriers,limited beauty,disinterest,negative,202212_113.9090281_22.475081299999996.png
tree,moderate fascination,curiosity,positive,202212_113.9088971_22.5624485.png
intersection,functional impression,transit,negative,202212_113.9088971_22.5624485.png
traffic,dynamic environment,engagement,neutral,202212_113.9088971_22.5624485.png
architecture,diverse interest,exploration,neutral,202212_113.9088971_22.5624485.png
trees,moderate fascination,exploration,positive,202212_113.9097868_22.4838288.png
architecture,visual interest,appreciation,positive,202212_113.9097868_22.4838288.png
urban,lack of novelty,limited exploration,negative,202212_113.9097868_22.4838288.png
cars,functional environment,transit,neutral,202212_113.9097868_22.4838288.png
streetlights,functional setting,navigation,neutral,202212_113.9097868_22.4838288.png
trees,draws attention,increased engagement,positive,202212_113.9101582_22.5185216.png
buildings,moderately fascinating,curiosity,neutral,202212_113.9101582_22.5185216.png
traffic,limits captivating quality,reduced exploration,negative,202212_113.9101582_22.5185216.png
barriers,restrictive feeling,avoidance,negative,202212_113.9101582_22.5185216.png
streetscape,utilitarian perception,lack of interest,negative,202212_113.9101582_22.5185216.png
tree,some natural interest,engagement with nature,positive,202212_113.9101226_22.5151741.png
buildings,functional impression,limited attention span,negative,202212_113.9101226_22.5151741.png
traffic,sense of busyness,distraction from surroundings,negative,202212_113.9101226_22.5151741.png
greenery,slight enchantment,momentary fascination,neutral,202212_113.9101226_22.5151741.png
vehicles,heightened attention,engagement with surroundings,positive,202212_113.91085916435753_22.76927076485941.png
buildings,monotonous experience,lack of exploration,negative,202212_113.91085916435753_22.76927076485941.png
tree,visual relief,momentary pause,positive,202212_113.91085916435753_22.76927076485941.png
architecture,visual interest,increased engagement,positive,202212_113.9114993_22.587506.png
vehicles,captured attention,curiosity to explore,positive,202212_113.9114993_22.587506.png
signage,less monotony,heightened awareness,positive,202212_113.9114993_22.587506.png
trees,sense of nature,increased relaxation,positive,202212_113.9136098_22.531193499999997.png
buildings,visual interest,curiosity,positive,202212_113.9136098_22.531193499999997.png
vehicles,overwhelmed feeling,avoidance,negative,202212_113.9136098_22.531193499999997.png
roads,limited fascination,disengagement,negative,202212_113.9136098_22.531193499999997.png
greenery,pleasant but not engaging,lack of exploration,negative,202212_113.9112664_22.481579000000004.png
flowers,visual interest,momentary appreciation,neutral,202212_113.9112664_22.481579000000004.png
architecture,lack of fascination,disinterest,negative,202212_113.9112664_22.481579000000004.png
paving,minimal engagement,passing through,negative,202212_113.9112664_22.481579000000004.png
kiosk,functional presence,seeking security,neutral,202212_113.9112664_22.481579000000004.png
trees,some natural visual interest,engagement with nature,positive,202212_113.913214_22.49994269999999.png
buildings,structured regularity,limited exploration,negative,202212_113.913214_22.49994269999999.png
vehicles,urban life presence,transitory observation,neutral,202212_113.913214_22.49994269999999.png
traffic,some visual interest,preventing boredom,positive,202212_113.9141295_22.584776300000005.png
buildings,limited captivating qualities,lack of strong fascination,negative,202212_113.9141295_22.584776300000005.png
signs,functional atmosphere,standard city experience,neutral,202212_113.9141295_22.584776300000005.png
vehicles,some attention,engagement with environment,positive,202212_113.9141295_22.584776300000005.png
pedestrian,preventing complete boredom,maintaining interest,positive,202212_113.9141295_22.584776300000005.png
trees,limited engagement,passive observation,negative,202212_113.91433130000001_22.5436095.png
road,functional monotony,navigating through,negative,202212_113.91433130000001_22.5436095.png
vehicles,busy environment,hurrying along,neutral,202212_113.91433130000001_22.5436095.png
buildings,lack of interest,ignoring surroundings,negative,202212_113.91433130000001_22.5436095.png
streets,moderate fascination,holds attention,positive,202212_113.9144565_22.508373499999998.png
vehicles,visual interest,prevents boredom,positive,202212_113.9144565_22.508373499999998.png
buildings,dynamic visual landscape,engages observation,positive,202212_113.9144565_22.508373499999998.png
greenery,some fascination,encourages exploration,positive,202212_113.9144565_22.508373499999998.png
signs,added interest,promotes curiosity,positive,202212_113.9144565_22.508373499999998.png
construction,dynamic atmosphere,invites attention,positive,202212_113.9144565_22.508373499999998.png
trees,visually engaging environment,increased attention,positive,202212_113.9154625_22.5104906.png
vehicles,dynamic atmosphere,encouragement to explore,positive,202212_113.9154625_22.5104906.png
sky,uplifted mood,enhanced relaxation,positive,202212_113.9154625_22.5104906.png
architecture,curiosity,engagement with surroundings,positive,202212_113.9154625_22.5104906.png
construction,interest,observation of progress,positive,202212_113.9154625_22.5104906.png
signs,awareness,navigation,positive,202212_113.9154625_22.5104906.png
street,functional urban life,lack of engagement,negative,202212_113.9148524_22.517607299999998.png
shops,sustained attention,distraction,negative,202212_113.9148524_22.517607299999998.png
signage,visual overload,indifference,negative,202212_113.9148524_22.517607299999998.png
architecture,moderate fascination,engagement with surroundings,positive,202212_113.9167425_22.5385963.png
greenery,captured attention,exploration of space,positive,202212_113.9167425_22.5385963.png
facade,visual interest,appreciation of design,positive,202212_113.9167425_22.5385963.png
flags,engagement,interaction with decor,positive,202212_113.9167425_22.5385963.png
architecture,moderate fascination,visual observation,neutral,202212_113.9169587_22.503296799999998.png
traffic,limited engagement,avoid deeper interaction,negative,202212_113.9169587_22.503296799999998.png
pedestrians,active environment,social interaction,positive,202212_113.9169587_22.503296799999998.png
buildings,visual diversity,exploration,positive,202212_113.9169587_22.503296799999998.png
buildings,moderate fascination,engagement with surroundings,neutral,202212_113.9172702_22.5816745.png
traffic,busy atmosphere,caution in movement,negative,202212_113.9172702_22.5816745.png
elements,lack of awe,disinterest,negative,202212_113.9172702_22.5816745.png
greenery,limited engagement,lack of sustained attention,negative,202212_113.9175375_22.5687916.png
buildings,diminished interest,functional use,negative,202212_113.9175375_22.5687916.png
roads,functional atmosphere,transit focus,neutral,202212_113.9175375_22.5687916.png
traffic,overwhelmed senses,avoidance of engagement,negative,202212_113.9175375_22.5687916.png
vendors,sense of intrigue,increased attention,positive,202212_113.9169837_22.524702500000004.png
trees,engaging scene,exploration,positive,202212_113.9169837_22.524702500000004.png
vehicles,lively atmosphere,social interaction,positive,202212_113.9169837_22.524702500000004.png
architecture,visual interest,curiosity,positive,202212_113.9169837_22.524702500000004.png
pedestrians,dynamic environment,engagement with surroundings,positive,202212_113.9169837_22.524702500000004.png
buildings,lack of fascination,reduced engagement,negative,202212_113.9185767_22.7716986.png
traffic,overwhelmed attention,avoidance of exploration,negative,202212_113.9185767_22.7716986.png
greenery,some visual interest,limited interaction,neutral,202212_113.9185767_22.7716986.png
trees,preventing boredom,increased engagement,positive,202212_113.9181364_22.5882418.png
buildings,moderate fascination,limited exploration,neutral,202212_113.9181364_22.5882418.png
traffic,visual interest,curiosity,positive,202212_113.9181364_22.5882418.png
infrastructure,limiting captivation,reduced engagement,negative,202212_113.9181364_22.5882418.png
sky,cloudy ambiance,diminished appeal,negative,202212_113.9181364_22.5882418.png
architecture,sense of fascination,exploring the area,positive,202212_113.91857970000001_22.56204509999999.png
greenery,visual interest,enjoying the scenery,positive,202212_113.91857970000001_22.56204509999999.png
traffic,distracted attention,avoiding the area,negative,202212_113.91857970000001_22.56204509999999.png
road,functional limitation,rushing through,negative,202212_113.91857970000001_22.56204509999999.png
vehicles,chaotic feeling,avoidance of space,negative,202212_113.918782_22.507989899999995.png
buildings,overwhelmed state,disengagement from surroundings,negative,202212_113.918782_22.507989899999995.png
greenery,brief attention capture,momentary distraction,neutral,202212_113.918782_22.507989899999995.png
traffic,stressful environment,desire to leave,negative,202212_113.918782_22.507989899999995.png
infrastructure,overstimulation,reduced focus,negative,202212_113.918782_22.507989899999995.png
architecture,visual interest,increased attention,positive,202212_113.9191287_22.543243499999996.png
vehicles,curiosity,exploration,positive,202212_113.9191287_22.543243499999996.png
construction,intrigue,engagement,positive,202212_113.9191287_22.543243499999996.png
sunlight,depth,appreciation,positive,202212_113.9191287_22.543243499999996.png
structures,utilitarian feel,disengagement,negative,202212_113.9191287_22.543243499999996.png
buildings,moderate distraction,increased alertness,negative,202212_113.9195267_22.530506399999997.png
trees,slight fascination,momentary relaxation,positive,202212_113.9195267_22.530506399999997.png
traffic,overstimulation,avoidance behavior,negative,202212_113.9195267_22.530506399999997.png
advertisements,visual clutter,distraction,negative,202212_113.9195267_22.530506399999997.png
buildings,draws attention,exploring the area,positive,202212_113.9191967_22.505651799999995.png
overpass,sense of monotony,avoiding the space,negative,202212_113.9191967_22.505651799999995.png
trees,provides visual interest,lingering in the area,positive,202212_113.9191967_22.505651799999995.png
infrastructure,more prominent presence,feeling overwhelmed,negative,202212_113.9191967_22.505651799999995.png
buildings,limited fascination,reduced exploration,negative,202212_113.9200199_22.4932087.png
traffic,overwhelmed senses,avoidance of crowded areas,negative,202212_113.9200199_22.4932087.png
trees,momentary interest,brief engagement,neutral,202212_113.9200199_22.4932087.png
market,captured attention,increased curiosity,positive,202212_113.9200199_22.4932087.png
sky,dreary mood,desire to leave,negative,202212_113.9200199_22.4932087.png
intersections,repetitive monotony,lack of exploration,negative,202212_113.9200199_22.4932087.png
trees,somewhat captivating,increased interest,positive,202212_113.919858_22.502453599999996.png
barriers,detracts from interest,decreased engagement,negative,202212_113.919858_22.502453599999996.png
machinery,hard to be fascinated,reduced exploration,negative,202212_113.919858_22.502453599999996.png
infrastructure,detracts from visual interest,limited attention,negative,202212_113.919858_22.502453599999996.png
trees,some variety,not bored,positive,202212_113.919993_22.5354385.png
buildings,visual interest,engagement,neutral,202212_113.919993_22.5354385.png
traffic,typical busy city,no strong attention,negative,202212_113.919993_22.5354385.png
trees,limited attention,boredom,negative,202212_113.9207442_22.585634100000004.png
hills,limited attention,boredom,negative,202212_113.9207442_22.585634100000004.png
road,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png
vehicles,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png
infrastructure,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png
signs,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png
trees,visual interest,exploration,positive,202212_113.9219362_22.502629899999995.png
buildings,boredom,disengagement,negative,202212_113.9219362_22.502629899999995.png
traffic,overwhelm,avoidance,negative,202212_113.9219362_22.502629899999995.png
pedestrian crossings,safety,crossing,positive,202212_113.9219362_22.502629899999995.png
urban infrastructure,monotony,indifference,negative,202212_113.9219362_22.502629899999995.png
buildings,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png
traffic,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png
billboards,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png
traffic,diminished wonder,reduced attention span,negative,202212_113.9199595_22.5193042.png
signage,mild fascination,curiosity to explore,positive,202212_113.9199595_22.5193042.png
pathways,organized interest,navigation,positive,202212_113.9199595_22.5193042.png
construction,distraction,avoidance,negative,202212_113.9199595_22.5193042.png
architecture,engaged curiosity,exploring surroundings,positive,202212_113.9224188_22.538887600000006.png
trees,sense of calm,relaxing in nature,positive,202212_113.9224188_22.538887600000006.png
activity,vibrant energy,social interaction,positive,202212_113.9224188_22.538887600000006.png
traffic,dynamic atmosphere,observing movement,neutral,202212_113.9224188_22.538887600000006.png
storefront,visual interest,shopping or browsing,positive,202212_113.9224188_22.538887600000006.png
park,refreshing escape,taking a break,positive,202212_113.9224188_22.538887600000006.png
trees,limited fascination,lack of prolonged interest,negative,202212_113.92298935213402_22.551725246566924.png
intersection,busy atmosphere,distraction from surroundings,negative,202212_113.92298935213402_22.551725246566924.png
buildings,functional impression,minimal engagement,negative,202212_113.92298935213402_22.551725246566924.png
traffic,repetitive nature,desire to leave,negative,202212_113.92298935213402_22.551725246566924.png
trees,engagement,exploring the area,positive,202212_113.9232015_22.533973500000002.png
pathways,interest,walking,positive,202212_113.9232015_22.533973500000002.png
infrastructure,curiosity,observing surroundings,positive,202212_113.9232015_22.533973500000002.png
foliage,aesthetic pleasure,taking photographs,positive,202212_113.9232015_22.533973500000002.png
greenery,visual interest,exploration,positive,202212_113.92403650000001_22.7635856.png
asphalt,moderate fascination,disengagement,negative,202212_113.92403650000001_22.7635856.png
crossings,safety,walking,positive,202212_113.92403650000001_22.7635856.png
layout,organization,navigation,positive,202212_113.92403650000001_22.7635856.png
architecture,moderate fascination,engagement with surroundings,positive,202212_113.9235709_22.507961199999997.png
infrastructure,visual interest,attention to movement,positive,202212_113.9235709_22.507961199999997.png
greenery,dynamic scene,exploration of space,positive,202212_113.9235709_22.507961199999997.png
vehicles,activity,observation of interactions,positive,202212_113.9235709_22.507961199999997.png
pedestrians,liveliness,social interaction,positive,202212_113.9235709_22.507961199999997.png
street,sense of fascination,engagement with surroundings,positive,202212_113.9238439_22.4897914.png
buildings,visual interest,exploration of space,positive,202212_113.9238439_22.4897914.png
trees,enhanced attention,increased interaction,positive,202212_113.9238439_22.4897914.png
vehicles,dynamic environment,movement through space,positive,202212_113.9238439_22.4897914.png
signage,information processing,navigation,positive,202212_113.9238439_22.4897914.png
pedestrian,social connection,interaction with others,positive,202212_113.9238439_22.4897914.png
storefronts,engaged curiosity,exploring the area,positive,202212_113.9242124_22.519510999999998.png
