keyword,type,count
full refuge,descriptor,1
full sense of boundless exploration,descriptor,1
function,descriptor,1
general arrangement,descriptor,1
general atmosphere,descriptor,1
general feel,descriptor,1
green area,object,1
grass areas,object,1
grassy fields,object,1
grassy mound,object,1
grassy patches,object,1
grassy slopes,object,1
grassy space,object,1
grassy verge,object,1
gravel,object,1
great scope,descriptor,1
greater sense of scope,descriptor,1
green,object,1
green belts,object,1
general openness,descriptor,1
green bins,object,1
green bushes,object,1
green elements,descriptor,1
green environment,descriptor,1
green escape,object,1
green grass,object,1
green lawns,object,1
green patches,object,1
green refuge,descriptor,1
green setting,object,1
green space,descriptor,1
grand stadium,object,1
gradual,descriptor,1
good urban planning,descriptor,1
good sense of order,descriptor,1
general quietness,descriptor,1
general sense of order,descriptor,1
generally maintained,descriptor,1
generally organized,descriptor,1
generic buildings,object,1
generous,descriptor,1
gentle distraction,descriptor,1
gentle fascination,descriptor,1
gentle respite,descriptor,1
gently curving,descriptor,1
genuinely interesting,descriptor,1
geometric,descriptor,1
geometric lines,descriptor,1
getting away,descriptor,1
glass windows,object,1
glimpses,descriptor,1
golden sculpture,object,1
good amount,descriptor,1
good balance,descriptor,1
good capacity for movement,descriptor,1
good escape,descriptor,1
good organization,descriptor,1
good potential for exploration,descriptor,1
forest,object,1
focused activity,descriptor,1
focused,descriptor,1
exploration areas,object,1
exceptionally unique,descriptor,1
expanse of water,object,1
expanses,object,1
expansive area,descriptor,1
expansive feel,descriptor,1
expansive feeling,descriptor,1
expansive open spaces,descriptor,1
expansive opportunity,descriptor,1
expansive view,object,1
expansive views,descriptor,1
expected places,descriptor,1
exploratory possibilities,descriptor,1
extensive open spaces,descriptor,1
exploratory potential,descriptor,1
exposed materials,object,1
extend outwards,descriptor,1
extended space,descriptor,1
extending outwards,descriptor,1
extension,descriptor,1
extension of everyday routines,descriptor,1
extension of responsibilities,descriptor,1
extensive discovery,descriptor,1
extensive exploration potential,descriptor,1
extensive freedom,descriptor,1
exceptionally strong,descriptor,1
exceptionally stimulating,descriptor,1
exceptionally ordered,descriptor,1
exceptionally interesting,descriptor,1
escape from daily demands,descriptor,1
escaping,descriptor,1
escaping one's usual concerns,descriptor,1
escapism,descriptor,1
established,descriptor,1
established paths,descriptor,1
evenly distributed,descriptor,1
everyday activities,descriptor,1
everyday elements,descriptor,1
everyday life's demands,descriptor,1
everyday reality,descriptor,1
everyday setting,descriptor,1
everyday stresses,descriptor,1
everyday tasks,descriptor,1
everyday thoughts,descriptor,1
everyday urban elements,descriptor,1
everyday urban environment,descriptor,1
everything seeming to have its place,descriptor,1
evident ongoing development,descriptor,1
evoke boredom,descriptor,1
exceptionally clear,descriptor,1
exceptionally fascinating,descriptor,1
exceptionally high,descriptor,1
extensive natural environments,descriptor,1
extensive possibility,descriptor,1
focal points,object,1
few people,descriptor,1
feeling of space,descriptor,1
feeling that everything has its place,descriptor,1
fenced,descriptor,1
fenced in,descriptor,1
fenced perimeters,object,1
fenced sports field,object,1
few immediate,descriptor,1
few immediate barriers,descriptor,1
few immediate limitations,descriptor,1
few immediate visual boundaries,descriptor,1
few limits,descriptor,1
few visible elements,descriptor,1
extensive wandering,descriptor,1
few visual boundaries,descriptor,1
fewer boundaries,descriptor,1
fewer points of interest,descriptor,1
fewer possibilities,descriptor,1
field markings,object,1
figures,object,1
fit well together,descriptor,1
fitting together logically,descriptor,1
flags,object,1
flat,descriptor,1
flowing patterns,descriptor,1
feeling of some containment,descriptor,1
feeling of scope,descriptor,1
feeling of respite,descriptor,1
feeling of possibility,descriptor,1
extent of boundaries,descriptor,1
extent of fascination,descriptor,1
external nuisances,descriptor,1
extraordinary elements,descriptor,1
facilitate mental detachment,descriptor,1
fair sense of being away,descriptor,1
fair sense of scope,descriptor,1
fairly good,descriptor,1
fallen tree,object,1
familiar context,descriptor,1
familiar environment,descriptor,1
featureless,descriptor,1
features,object,1
feel expansive,descriptor,1
feel of the space,descriptor,1
feeling of being 'away',descriptor,1
feeling of being completely removed,descriptor,1
feeling of being truly 'away',descriptor,1
feeling of boundless,descriptor,1
feeling of coherence,descriptor,1
feeling of depth,descriptor,1
feeling of movement,descriptor,1
feeling of order,descriptor,1
deeply captivate attention,descriptor,1
deeply captivate,descriptor,1
deeper level,descriptor,1
break the monotony,descriptor,1
branches,object,1
branching path,object,1
branching paths,descriptor,1
branching pathways,object,1
branching patterns,object,1
break from chaotic environments,descriptor,1
break from demanding tasks,descriptor,1
break from demands,descriptor,1
break from hustle and bustle,descriptor,1
break from responsibilities,descriptor,1
break from typical urban nuisances,descriptor,1
brick patterns,object,1
branch structures,object,1
brick paving,object,1
brick planters,object,1
brick sidewalks,object,1
bricks,object,1
brickwork,object,1
bridge railings,object,1
broad horizons,descriptor,1
broad movement,descriptor,1
broad open vistas,descriptor,1
broader context,descriptor,1
broader scope,descriptor,1
branches,descriptor,1
boundless wandering,descriptor,1
captivating power,descriptor,1
bordered green spaces,object,1
belong together,descriptor,1
belonging,descriptor,1
bench,object,1
beyond,descriptor,1
bicycle racks,object,1
bike,object,1
blend of nature and modern architecture,descriptor,1
blending,descriptor,1
blooming,descriptor,1
blooming trees,object,1
blue bus,object,1
bordering elements,object,1
boundless space,descriptor,1
boredom less likely,descriptor,1
boredom-alleviating,descriptor,1
boredom-preventing,descriptor,1
boredom-reducing,descriptor,1
both directions,descriptor,1
bounded impression,descriptor,1
bounded space,descriptor,1
boundedness,descriptor,1
boundless environment,descriptor,1
boundless openness,descriptor,1
boundless scope,descriptor,1
broken,descriptor,1
broken ground,object,1
building alignments,object,1
campus road,object,1
calm setting,descriptor,1
calm setting,object,1
calm urban setting,descriptor,1
calm water bodies,object,1
calm water body,object,1
calming atmosphere,descriptor,1
calmness,descriptor,1
campus context,descriptor,1
campus environment,descriptor,1
campus landscape,object,1
campus pathway,object,1
campus routine,descriptor,1
building density,object,1
campus space,descriptor,1
campus space,object,1
campus street,descriptor,1
campus-like setting,descriptor,1
canal walls,object,1
canopy of trees,object,1
capacity to capture attention,descriptor,1
captivating aesthetic,descriptor,1
captivating architectural features,descriptor,1
captivating experience,descriptor,1
captivating natural beauty,descriptor,1
calm appearance,descriptor,1
busy urban life,descriptor,1
busy traffic,descriptor,1
busy roads,object,1
building elements,object,1
building entrance,object,1
building entrances,object,1
building materials,object,1
building perimeters,descriptor,1
building structure,object,1
building surfaces,object,1
building walls,object,1
building's architecture,object,1
building's structure,object,1
built elements,descriptor,1
busier,descriptor,1
business district,descriptor,1
business district,object,1
business park,descriptor,1
business park,object,1
bustle of urban life,descriptor,1
bustling city,descriptor,1
bustling city life,descriptor,1
busy activity,descriptor,1
busy areas,object,1
busy city life,descriptor,1
busy environment,descriptor,1
beaten path,descriptor,1
basic structure,descriptor,1
basic structural logic,descriptor,1
adjoining,descriptor,1
active living space,descriptor,1
active place,descriptor,1
active street,object,1
active transit area,descriptor,1
active urban area,descriptor,1
active urban setting,descriptor,1
active use,descriptor,1
ad-hoc,descriptor,1
adequate,descriptor,1
adjacent areas,object,1
adjacent path,object,1
administrative,descriptor,1
amenities,object,1
advertisements,object,1
aesthetic harmony,descriptor,1
aesthetically cohesive,descriptor,1
aesthetically engaging,descriptor,1
air conditioners,object,1
air conditioning units,object,1
all directions,descriptor,1
allow for movement,descriptor,1
allows for movement,descriptor,1
along the path,descriptor,1
ambiance,descriptor,1
active campus,descriptor,1
accommodate further discovery,descriptor,1
ac units,object,1
absorbing,descriptor,1
absence of busy crowds,descriptor,1
absence of clutter,descriptor,1
absence of dense crowds,descriptor,1
absence of distracting features,descriptor,1
absence of dynamic activities,descriptor,1
absence of dynamic activity,descriptor,1
absence of human activity,descriptor,1
absence of hustle,descriptor,1
absence of immediate activity,descriptor,1
absence of immediate urban distractions,descriptor,1
absence of man-made elements,descriptor,1
absence of overt human activity,descriptor,1
absence of prominent city structures,descriptor,1
absence of prominent natural features,descriptor,1
absence of prominent urban distractions,descriptor,1
absence of sensory details,descriptor,1
absence of significant crowds,descriptor,1
absence of strong natural wildness,descriptor,1
absence of traffic,descriptor,1
absence of unique elements,descriptor,1
absence of unique natural elements,descriptor,1
absence of urban clutter,descriptor,1
absence of urban stressors,descriptor,1
ambiance,object,1
amenity,descriptor,1
basic layout,descriptor,1
away from urban distractions,descriptor,1
artistic coherence,descriptor,1
asphalt,object,1
atmosphere conducive to mental detachment,descriptor,1
attention capture,descriptor,1
attention to details,descriptor,1
attention-capturing,descriptor,1
attention-holding,descriptor,1
autumnal colors,descriptor,1
available space,descriptor,1
away from daily pressures,descriptor,1
away from everyday demands,descriptor,1
awayness,descriptor,1
ample room for movement,descriptor,1
background buildings,object,1
baidu vehicle,object,1
balanced composition,descriptor,1
balls,object,1
bamboo elements,object,1
bamboo grove,object,1
bank,object,1
bank building,object,1
bare roads,object,1
bark,object,1
basic functionality,descriptor,1
arrangement of the space,descriptor,1
arranged systematically,descriptor,1
areas to wander through,descriptor,1
areas to move through,descriptor,1
ample visual extent,descriptor,1
anticipate,descriptor,1
apartment complex,object,1
apartment complexes,object,1
apparent layout,descriptor,1
apparent order,descriptor,1
appeal,descriptor,1
appropriate places,descriptor,1
appropriately spaced,descriptor,1
architectural details,descriptor,1
architectural features,descriptor,1
architectural forms,object,1
architectural patterns,descriptor,1
architectural pillars,object,1
architectural structure,descriptor,1
architecturally consistent,descriptor,1
architecturally diverse,descriptor,1
architecturally interesting,descriptor,1
areas,descriptor,1
areas beyond,descriptor,1
areas of active work,object,1
areas to discover,descriptor,1
areas to investigate,descriptor,1
captivating natural elements,descriptor,1
captivating variety,descriptor,1
deeper fascination,descriptor,1
constraints,descriptor,1
consistent pattern,descriptor,1
consistent patterns,descriptor,1
consistent repetition,descriptor,1
consistent style,descriptor,1
consistent styles,descriptor,1
consistent use,descriptor,1
consistent view,descriptor,1
consistently designed,descriptor,1
consistently engaging,descriptor,1
consistently fascinating,descriptor,1
constraint,descriptor,1
constricting,descriptor,1
consistent layout,descriptor,1
constructed,descriptor,1
constructed boundaries,descriptor,1
constructed elements,descriptor,1
construction activity,object,1
construction area,object,1
construction areas,object,1
construction work,object,1
construction zones,object,1
construction-like elements,object,1
contained area,descriptor,1
contained nature,descriptor,1
consistent modern architectural style,descriptor,1
consistent landscaping,descriptor,1
captivating visual interest,descriptor,1
condition,descriptor,1
complex structure,descriptor,1
composition,descriptor,1
concrete area,object,1
concrete areas,object,1
concrete buildings,object,1
concrete environment,descriptor,1
concrete lots,object,1
concrete pathways,object,1
concrete plaza,object,1
concrete space,object,1
concrete wall,object,1
conducive to escaping,descriptor,1
consistent green scenery,descriptor,1
conducive to mental escape,descriptor,1
conducive to mental respite,descriptor,1
confined space,descriptor,1
confining,descriptor,1
considerable distance,descriptor,1
considerable length,descriptor,1
considerable movement,descriptor,1
considerable scale,descriptor,1
considerable space,descriptor,1
consistent architecture,descriptor,1
consistent building design,descriptor,1
contemplative,descriptor,1
contemporary,descriptor,1
continued exploration,descriptor,1
decent openness,descriptor,1
daily stresses,descriptor,1
dampened,descriptor,1
dappled light,descriptor,1
dappled light,object,1
dappled sunlight,descriptor,1
de-stress,descriptor,1
debris pile,object,1
decent amount of visual interest,descriptor,1
decent escape,descriptor,1
decent extent,descriptor,1
decent level of order,descriptor,1
decent scope,descriptor,1
continued urban presence,descriptor,1
decent sense of escape,descriptor,1
decorative bushes,object,1
decorative railings,object,1
dedicated,descriptor,1
dedicated area,descriptor,1
dedicated space,descriptor,1
deep,descriptor,1
deep escape,descriptor,1
deep immersion,descriptor,1
deep sense of order,descriptor,1
deeper engagement,descriptor,1
daily routine,descriptor,1
daily responsibilities,descriptor,1
daily life's pressures,descriptor,1
cycling lanes,object,1
continuing,descriptor,1
continuing journey,descriptor,1
continuous path,descriptor,1
contrasting,descriptor,1
controlled area,object,1
conventional,descriptor,1
converging,descriptor,1
corporate,descriptor,1
corporate area,object,1
court markings,object,1
covered,descriptor,1
covered seating area,object,1
covered structure,object,1
covered walkway,object,1
creates visual depth,descriptor,1
crowded activity,descriptor,1
cultural element,descriptor,1
curated,descriptor,1
curved path,object,1
curved pathways,object,1
curving pathway,object,1
curving pathways,object,1
curving roads,object,1
complex natural formations,descriptor,1
completely unrestricted,descriptor,1
complete separation,descriptor,1
clear markings,descriptor,1
clear demarcations,descriptor,1
clear direction,descriptor,1
clear directions,descriptor,1
clear distinction,descriptor,1
clear distinctions,descriptor,1
clear divisions of space,descriptor,1
clear flow,descriptor,1
clear focal point,descriptor,1
clear focal points,descriptor,1
clear invitation,descriptor,1
clear limits,descriptor,1
clear narrative,descriptor,1
clear their mind,descriptor,1
clear pathways,object,1
clear physical order,descriptor,1
clear planning,descriptor,1
clear purpose,descriptor,1
clear road structure,descriptor,1
clear roads,object,1
clear roadway,object,1
clear routes,descriptor,1
clear sense of layout,descriptor,1
clear separations,descriptor,1
clear sky,descriptor,1
clear demarcation,descriptor,1
clear definition,descriptor,1
clear conceptual framework,descriptor,1
clear central focus,descriptor,1
carelessly,descriptor,1
cascading branches,descriptor,1
casual observation,descriptor,1
center line,object,1
centerline,object,1
central area,object,1
central dividing strip,object,1
central green space,object,1
central road,object,1
challenging,descriptor,1
chaotic element,descriptor,1
chaotic elements,descriptor,1
city,object,1
city center,object,1
city street,object,1
city structures,object,1
civic,descriptor,1
civilization,descriptor,1
claustrophobic,descriptor,1
clean appearance,descriptor,1
clean design,descriptor,1
clean pathways,object,1
cleanliness,descriptor,1
clear system,descriptor,1
clear urban layout,descriptor,1
complete sense of immersion,descriptor,1
complement,descriptor,1
commercial structures,object,1
commercial surroundings,object,1
common obligations,descriptor,1
commonplace setting,descriptor,1
communication tower,object,1
community,descriptor,1
community,object,1
community setting,descriptor,1
commuting,descriptor,1
compelling fascination,descriptor,1
compelling richness,descriptor,1
complements,descriptor,1
clear visual cues,descriptor,1
complete 'away' experience,descriptor,1
complete 'being away' experience,descriptor,1
complete feeling,descriptor,1
complete feeling of detachment,descriptor,1
complete feeling of escape,descriptor,1
complete immersion,descriptor,1
complete isolation,descriptor,1
complete monotony,descriptor,1
complete order,descriptor,1
complete sense of detachment,descriptor,1
complete sense of escape,descriptor,1
commercial signage,object,1
commercial setting,object,1
commercial buildings,object,1
comfortable,descriptor,1
clear visual flow,descriptor,1
clear visual narrative,descriptor,1
clear visual patterns,descriptor,1
clear visual separation,descriptor,1
clear visual structure,descriptor,1
clearings,object,1
clearly defined paths,descriptor,1
clearly defines,descriptor,1
clearly structured,descriptor,1
clock tower,object,1
cloudy sky,object,1
clutter,object,1
cobblestone path,object,1
cobblestone pathway,object,1
cognitive,descriptor,1
coherent order,descriptor,1
coherent overall impression,descriptor,1
coherent space,descriptor,1
cohesive composition,descriptor,1
cohesive design,descriptor,1
cohesive narrative,descriptor,1
colonnaded building,object,1
colorful flags,object,1
green spaces,descriptor,1
green strip,object,1
green zones,object,1
not a pure refuge,descriptor,1
not a complete mental departure,descriptor,1
not a complete one,descriptor,1
not a complete sanctuary,descriptor,1
not a complete wilderness retreat,descriptor,1
not a deep immersion,descriptor,1
not a distinct natural escape,descriptor,1
not a distinct refuge,descriptor,1
not a place for respite,descriptor,1
not a primary place for retreat,descriptor,1
not a profound detachment,descriptor,1
not a profound refuge,descriptor,1
not a retreat,descriptor,1
not a complete immersion,descriptor,1
not a stark contrast,descriptor,1
not a strong 'get away' environment,descriptor,1
not a strong psychological detachment,descriptor,1
not a strong sense of refuge,descriptor,1
not a true sanctuary,descriptor,1
not a vast wilderness,descriptor,1
not abundant,descriptor,1
not an infinite wilderness,descriptor,1
not an invitation to explore freely,descriptor,1
not boundless possibilities,descriptor,1
not busy,descriptor,1
not a complete immersion in nature,descriptor,1
non-intrusive,descriptor,1
not perfect,descriptor,1
new aspects,descriptor,1
neatly contained,descriptor,1
neatly defined,descriptor,1
neatly integrated,descriptor,1
neglected,descriptor,1
network,descriptor,1
network of paths,descriptor,1
network of pathways,descriptor,1
network of pathways,object,1
neutral,descriptor,1
new and engaging aspects,descriptor,1
new and exciting,descriptor,1
new details,descriptor,1
noisy,descriptor,1
new discoveries,descriptor,1
no apparent distractions,descriptor,1
no distracting features,descriptor,1
no expansive vistas,descriptor,1
no honking signs,object,1
no immediate barriers,descriptor,1
no obvious recreational features,descriptor,1
no strong indicators,descriptor,1
no strong sense of escaping,descriptor,1
no visible people,descriptor,1
noise,descriptor,1
not clearly visible,descriptor,1
not complex,descriptor,1
not designed for spontaneous exploration,descriptor,1
not novel,descriptor,1
not immediately clear,descriptor,1
not infinite possibility,descriptor,1
not intensely engaging,descriptor,1
not intensely fascinating,descriptor,1
not intensely natural,descriptor,1
not limitless possibilities,descriptor,1
not many,descriptor,1
not many distinct elements,descriptor,1
not many elements,descriptor,1
not many opportunities,descriptor,1
not necessarily a refuge,descriptor,1
not offering a vast,descriptor,1
not distinct,descriptor,1
not open,descriptor,1
not open-ended,descriptor,1
not overly crowded,descriptor,1
not overtly restrictive,descriptor,1
not overwhelmingly complex,descriptor,1
not overwhelmingly enclosed,descriptor,1
not overwhelmingly interesting,descriptor,1
not overwhelmingly so,descriptor,1
not particularly commanding,descriptor,1
not particularly expansive,descriptor,1
not particularly intricate,descriptor,1
not highly stimulating,descriptor,1
not highly fascinating,descriptor,1
not highly engaging,descriptor,1
not fully provide 'away' feeling,descriptor,1
not distinctly separate,descriptor,1
not distracting,descriptor,1
not dominant,descriptor,1
not dull,descriptor,1
not easily decipherable,descriptor,1
not encourage,descriptor,1
not encouraging detachment,descriptor,1
not endless possibilities,descriptor,1
not engaging,descriptor,1
not entirely expansive,descriptor,1
not entirely secluded,descriptor,1
not entirely separate,descriptor,1
not entirely unlimited,descriptor,1
not entirely wild,descriptor,1
not exceptionally,descriptor,1
not exceptionally complex,descriptor,1
not exceptionally expansive,descriptor,1
not exceptionally ordered,descriptor,1
not exceptionally varied,descriptor,1
not extend indefinitely,descriptor,1
not extensive exploratory potential,descriptor,1
not fascinating,descriptor,1
not fully clear,descriptor,1
neat rows,descriptor,1
neat arrangement,descriptor,1
navigation,descriptor,1
momentarily disengage,descriptor,1
modern architectural design,object,1
modern architectural designs,descriptor,1
modern architectural features,object,1
modern cylindrical buildings,object,1
modern infrastructure,descriptor,1
modern infrastructure,object,1
modern institutional buildings,object,1
modern sculpture-like lamppost,object,1
modern style,descriptor,1
modest escape,descriptor,1
momentarily disconnect,descriptor,1
momentarily put aside,descriptor,1
movement,object,1
monitored,descriptor,1
monotonous environment,descriptor,1
monument,object,1
more,descriptor,1
more areas,descriptor,1
motorcycle,object,1
move,descriptor,1
move about freely,descriptor,1
move along,descriptor,1
move around,descriptor,1
move around freely,descriptor,1
moderately spacious,descriptor,1
moderately scoped,descriptor,1
moderately positive,descriptor,1
moderately open,descriptor,1
moderate level of organization,descriptor,1
moderate movement,descriptor,1
moderate opportunities,descriptor,1
moderate perception,descriptor,1
moderate perception of scope,descriptor,1
moderate sense of coherence,descriptor,1
moderate sense of exploration,descriptor,1
moderate sense of freedom,descriptor,1
moderate sense of refuge,descriptor,1
moderate sense of space,descriptor,1
moderate to high degree of coherence,descriptor,1
moderate to high level of fascination,descriptor,1
moderately clear,descriptor,1
moderately defined,descriptor,1
moderately detached,descriptor,1
moderately easy to understand,descriptor,1
moderately expansive area,descriptor,1
moderately high score,descriptor,1
moderately large,descriptor,1
moderately limited,descriptor,1
moderately low,descriptor,1
moderately low fascination,descriptor,1
moderately low fascination score,descriptor,1
move away,descriptor,1
movement in multiple directions,descriptor,1
navigated,descriptor,1
natural touch,descriptor,1
natural intrigue,descriptor,1
natural landscapes,descriptor,1
natural landscapes,object,1
natural pathway,object,1
natural place,descriptor,1
natural scenery,descriptor,1
natural separation,descriptor,1
natural space,descriptor,1
natural texture,descriptor,1
natural textures,descriptor,1
natural textures,object,1
natural variability,descriptor,1
multi-directional,descriptor,1
natural variations,descriptor,1
natural visual interest,descriptor,1
naturalized,descriptor,1
naturally arranged,descriptor,1
naturally captivating elements,descriptor,1
naturally cohesive,descriptor,1
naturally engaging,descriptor,1
naturally ordered,descriptor,1
nature's details,descriptor,1
navigable space,descriptor,1
navigate the space,descriptor,1
natural intricacies,descriptor,1
natural greenery,object,1
natural formations,descriptor,1
natural foliage,object,1
multi-story,descriptor,1
multiple areas,descriptor,1
multiple diverging paths,descriptor,1
multiple exploration opportunities,descriptor,1
multiple paths,descriptor,1
multiple pathways,object,1
multitude of directions,descriptor,1
multitude of exploration possibilities,descriptor,1
multitude of unexplored directions,descriptor,1
mundane aesthetic,descriptor,1
mundane realities,descriptor,1
mundane thoughts,descriptor,1
muted colors,descriptor,1
muted sky,descriptor,1
narrative,descriptor,1
natural aesthetic,descriptor,1
natural boundary,descriptor,1
natural coherence,descriptor,1
natural detail,descriptor,1
natural enclosure,descriptor,1
natural environment,descriptor,1
natural expanse,descriptor,1
natural expanses,object,1
not particularly remote,descriptor,1
not perfectly harmonious,descriptor,1
moderate level of being away,descriptor,1
park benches,object,1
overwhelmingly engaging,descriptor,1
overwhelmingly fascinating,descriptor,1
overwhelmingly stimulating,descriptor,1
overwhelmingly vast,descriptor,1
painted lines,object,1
palm trees,object,1
palpable,descriptor,1
panoramic nature,descriptor,1
parallel lines,descriptor,1
parallel parking,object,1
parcel organizing,object,1
park setting,descriptor,1
overwhelming vastness,descriptor,1
park-like setting,descriptor,1
park-like street,object,1
parked areas,object,1
parked bikes,object,1
parked items,object,1
parked vehicle,object,1
parking layout,descriptor,1
parking signs,object,1
partial,descriptor,1
partial reprieve,descriptor,1
partial sense of being away,descriptor,1
overwhelming visual clutter,descriptor,1
overwhelming urban elements,descriptor,1
not perfectly integrated,descriptor,1
overall sense of vastness,descriptor,1
overall expanse,descriptor,1
overall exploration possibilities,descriptor,1
overall intrigue,descriptor,1
overall landscape,descriptor,1
overall openness,descriptor,1
overall organizational principle,descriptor,1
overall perceived order,descriptor,1
overall scope,descriptor,1
overall sense of novelty,descriptor,1
overall sense of organization,descriptor,1
overall sense of scope,descriptor,1
overall urban context,descriptor,1
overwhelming tasks,descriptor,1
overall visual expanse,descriptor,1
overall visual impression,descriptor,1
overall visual interest,descriptor,1
overarching structure,descriptor,1
overgrown grass,object,1
overt,descriptor,1
overt activity,descriptor,1
overt signs,descriptor,1
overtly captivating elements,descriptor,1
overtly fascinating,descriptor,1
overwhelming sense,descriptor,1
partial sense of escape,descriptor,1
partially budding,descriptor,1
particular,descriptor,1
pedestrian traffic,object,1
peaceful escape,descriptor,1
peaceful observation,descriptor,1
peaceful pause,descriptor,1
peaceful respite,descriptor,1
peaceful seclusion,descriptor,1
peaceful walk,descriptor,1
pedestrian areas,descriptor,1
pedestrian crosswalks,object,1
pedestrian path,object,1
pedestrian pathway,object,1
pedestrian routes,object,1
pedestrian walkway,object,1
particular direction,descriptor,1
people cycling,object,1
people on bikes,object,1
perceive,descriptor,1
perceive the structure,descriptor,1
perceived boundless,descriptor,1
perceived breadth,descriptor,1
perceived exploration,descriptor,1
perceived fascination,descriptor,1
perceived opportunities,descriptor,1
perceived potential,descriptor,1
perceived sense,descriptor,1
peaceful engagement,descriptor,1
peaceful contemplation,descriptor,1
peaceful atmosphere,object,1
paving pattern,object,1
particularly captivating,descriptor,1
partly cloudy sky,descriptor,1
passive,descriptor,1
passive engagement,descriptor,1
passively engaging,descriptor,1
patches,object,1
patches of green grass,object,1
patches of greenery,object,1
patches of ground,object,1
patches of unkempt greenery,object,1
patchwork,descriptor,1
patchy,descriptor,1
path for cycling,object,1
path for movement,descriptor,1
path for walking,object,1
pattern,descriptor,1
patterned surfaces,object,1
patterns,descriptor,1
paved areas,descriptor,1
paved courtyards,object,1
paved pedestrian areas,object,1
paved street,object,1
pavilion,object,1
overall appeal,descriptor,1
overall aesthetic appeal,descriptor,1
overall aesthetic,descriptor,1
novel stimuli,descriptor,1
not unique,descriptor,1
not unusual,descriptor,1
not varied,descriptor,1
not vast openness,descriptor,1
not visually engaging,descriptor,1
noticeable spacing,descriptor,1
noticeable structure,descriptor,1
noticeable textures,descriptor,1
novel discoveries,descriptor,1
novel discovery,descriptor,1
novel features,descriptor,1
numerous branching paths,descriptor,1
ongoing disruption,descriptor,1
numerous diverging paths,descriptor,1
obscure,descriptor,1
obscured,descriptor,1
obstructions,descriptor,1
obstructions,object,1
obvious,descriptor,1
obvious diversions,descriptor,1
obvious human activity,descriptor,1
occupied space,descriptor,1
office,object,1
office area,object,1
not truly secluded,descriptor,1
not tranquil,descriptor,1
not sufficiently varied,descriptor,1
not strongly suggest vastness,descriptor,1
not perfectly organized,descriptor,1
not perfectly regimented,descriptor,1
not perfectly uniform,descriptor,1
not profoundly removed,descriptor,1
not provide strong 'being away' effect,descriptor,1
not rich with diverse elements,descriptor,1
not rigidly symmetrical,descriptor,1
not seamless,descriptor,1
not seamlessly integrated,descriptor,1
not significantly contributing,descriptor,1
not stimulating,descriptor,1
not striking,descriptor,1
not strongly,descriptor,1
not strongly convey,descriptor,1
not strongly designed,descriptor,1
not strongly draw attention,descriptor,1
not strongly evoke a sense of being away,descriptor,1
not strongly evoke a sense of vastness,descriptor,1
not strongly fascinating,descriptor,1
not strongly integrated,descriptor,1
not strongly organic,descriptor,1
not strongly restorative,descriptor,1
not strongly suggest,descriptor,1
office building,object,1
ongoing traffic,descriptor,1
outward view,descriptor,1
organized physical arrangement,descriptor,1
organic,descriptor,1
organization of the space,descriptor,1
organizational features,object,1
organizational intent,descriptor,1
organizational principle,descriptor,1
organized coherence,descriptor,1
organized feel,descriptor,1
organized framework,descriptor,1
organized landscaping,object,1
organized layout,object,1
organized nature,descriptor,1
organized planning,descriptor,1
onward,descriptor,1
organized spaces,descriptor,1
organized unity,descriptor,1
ornamental,descriptor,1
ornate,descriptor,1
outdoor area,descriptor,1
outdoor area,object,1
outdoor campus,object,1
outdoor equipment,object,1
outdoor exercise equipment,object,1
outdoor machinery,object,1
outdoor seating areas,object,1
ordinary life,descriptor,1
ordinary concerns,descriptor,1
orderly layout,object,1
orderly fashion,descriptor,1
open environment,descriptor,1
open exploration potential,descriptor,1
open horizons,descriptor,1
open landscape,descriptor,1
open parkland,object,1
open paved areas,object,1
open sports area,object,1
open street,descriptor,1
open street,object,1
open vista,descriptor,1
open vistas,descriptor,1
open-air,descriptor,1
open-ended,descriptor,1
open-ended exploration,descriptor,1
open-frame building,object,1
open-road,object,1
opportunities for observation,descriptor,1
opportunities to move about,descriptor,1
opportunity to explore,descriptor,1
opportunity to get away,descriptor,1
opportunity to step away,descriptor,1
ordered arrangement,descriptor,1
ordered natural beauty,descriptor,1
moderate level of interest,descriptor,1
moderate level,descriptor,1
ground cover,object,1
lack of barriers,descriptor,1
irregular spread,descriptor,1
island,object,1
island of greenery,object,1
isolation,descriptor,1
jumbled,descriptor,1
juxtaposed,descriptor,1
lack distinct features,descriptor,1
lack of,descriptor,1
lack of activity,descriptor,1
lack of aesthetically pleasing features,descriptor,1
lack of attention,descriptor,1
lack of calm,descriptor,1
inviting order,descriptor,1
lack of clearly defined natural elements,descriptor,1
lack of clutter,descriptor,1
lack of cohesive design,descriptor,1
lack of defined boundaries,descriptor,1
lack of distinct focal points,descriptor,1
lack of distinct natural elements,descriptor,1
lack of distinct natural features,descriptor,1
lack of distinct points of focus,descriptor,1
lack of distinctive features,descriptor,1
lack of diverse activities,descriptor,1
lack of diverse features,descriptor,1
irregular arrangement,descriptor,1
inviting movement,descriptor,1
landscaping,descriptor,1
interplay of nature and urban elements,descriptor,1
intentional landscaping,descriptor,1
intentionally organized,descriptor,1
interconnected system,descriptor,1
interesting aspects,descriptor,1
interesting branching patterns,descriptor,1
interesting detail,descriptor,1
interesting discoveries,descriptor,1
interesting elements,descriptor,1
interesting lines,descriptor,1
interesting structures,descriptor,1
interesting things,descriptor,1
intersecting roads,object,1
invites extensive movement,descriptor,1
intersections,object,1
