image_path,text
.\image\201708_120.2658968_31.49120745.png,"This image could taken in Summer. This street view depicts a tranquil urban setting with wide pathways flanked by modern, low-rise buildings. A mix of green spaces, trees, and landscaped lawns bring life to the environment, while small canals and stone bridges enhance its charm. A clocktower stands prominently, suggesting a public or institutional area. Few pedestrians with umbrellas and parked bicycles convey a peaceful daily life. Cars and scooters are visible near parking spaces. The sky is partly cloudy, creating a bright yet soothing atmosphere. The area seems clean and well-organized, potentially part of a campus or park-like residential/community district. The restorative indicator scores are:
- Being-away: 0.69877
- Coherence: 0.54884
- Scope: 0.71184
- Fascination: 0.82247
- Average Score: 0.69548"
.\image\201708_120.2659111_31.4924366.png,"This image could taken in Summer. This street view image depicts a quiet suburban area with well-maintained roads and sidewalks. The scene features a three-way intersection surrounded by lush greenery, neatly planted trees, and manicured grass patches. Modern mid-rise residential buildings, predominantly gray, are visible on either side, with large windows and balconies. A fence encloses a garden or park area on the left, while on the right, open green space is accessible. Streetlamps and a parking sign are present, suggesting an organized and developed neighborhood. The scene is bright, with clear skies overhead, creating a calm and pleasant atmosphere. A vehicle's roof is partly visible. The restorative indicator scores are:
- Being-away: 0.55124
- Coherence: 0.76008
- Scope: 0.71180
- Fascination: 0.35895
- Average Score: 0.59552"
.\image\201708_120.2660501_31.48543143.png,"This image could taken in Summer. The image showcases a serene residential environment with a paved walkway flanked by dense greenery, including trees and shrubs. On either side of the path, mid-rise apartment buildings with modern designs and windows are visible. The scene appears well-maintained, reflecting an urban neighborhood with a focus on integrating nature. A soft, overcast sky gives the setting a calm, subdued ambiance. A small portion of a vehicle, possibly a mapping car, is seen at the bottom of the frame, indicating the street view perspective. The overall atmosphere feels quiet, clean, and inviting. The restorative indicator scores are:
- Being-away: 0.12133
- Coherence: 0.10831
- Scope: 0.14859
- Fascination: 0.16206
- Average Score: 0.13507"
.\image\201708_120.2658797_31.4879122.png,"This image could taken in Summer. This street view image shows a serene urban campus or residential area with modern multi-story buildings flanking both sides of the road. The well-maintained greenery includes neatly trimmed hedges, small trees, and grass lawns. The road splits into three paths, leading deeper into the premises. Overhead, the sky is partly cloudy, suggesting a calm day. A couple of cyclists can be seen in the distance, indicating light activity. Streetlamps and signage contribute to the clean, organized surroundings. The balanced layout of architecture and landscaping suggests either an institutional or corporate environment, emphasizing functionality and aesthetics. The restorative indicator scores are:
- Being-away: 0.62899
- Coherence: 0.30063
- Scope: 0.14830
- Fascination: 0.82321
- Average Score: 0.47528"
.\image\201708_120.2661959_31.48506519.png,"This image could taken in Summer. This street view image showcases a peaceful and green environment. On the left, a pathway runs alongside a modern building bordered by neatly trimmed bushes and trees. The center features a small park area with scattered trees, grassy patches, and pathways. To the right, a curving pathway leads toward a scenic lake surrounded by lush greenery. The image conveys a serene blend of urban structures and natural elements, ideal for a walk or relaxation. The restorative indicator scores are:
- Being-away: 0.29216
- Coherence: 0.10907
- Scope: 0.14915
- Fascination: 0.35845
- Average Score: 0.22721"
.\image\201708_120.2666541_31.49027631.png,"This image could taken in Summer. This image depicts a wide urban street lined with parked cars on both sides. Trees and greenery occupy the median and roadside spaces, contributing to a clean, organized atmosphere. On the left side, a mix of small buildings and structures is visible, complemented by garden-like areas. On the right, modern buildings with signage suggest commercial or institutional purposes. The sky is overcast, with soft light enhancing the details. Pedestrians and cyclists are faintly visible in the distance, highlighting mild urban activity. The foreground includes the marked rooftop of a car, indicating the photo’s street-level perspective from a moving vehicle. The restorative indicator scores are:
- Being-away: 0.46398
- Coherence: 0.75941
- Scope: 0.57578
- Fascination: 0.61165
- Average Score: 0.60271"
.\image\201708_120.2663003_31.49243729.png,"This image could taken in Summer. This street view image captures a quiet, suburban neighborhood with a tree-lined road flanked by apartment buildings. The street is divided by a yellow centerline and has brick-paved sidewalks on both sides. Small trees and patches of greenery line the sidewalks, creating a serene, shaded atmosphere. Cars are parked on both sides of the road, and the white roof of a nearby vehicle is partially visible in the foreground. The buildings are mid-rise with a modern design, featuring large windows and air conditioning units. The scene appears calm, with no visible pedestrians or heavy traffic. The overcast sky adds softness. The restorative indicator scores are:
- Being-away: 0.29186
- Coherence: 0.68965
- Scope: 0.14970
- Fascination: 0.54898
- Average Score: 0.42005"
.\image\201708_120.2669568_31.48540856.png,"This image could taken in Summer. This street view captures a serene pathway flanked by trees, providing a lush canopy of green. The pavement is smooth and bordered by neatly maintained soil. On the right, a modern building with gray tiled walls and large windows offers an urban contrast to the surrounding greenery. To the left, additional trees and shrubs contribute to the park-like atmosphere. The bright lighting suggests daytime, adding vibrancy to the natural and architectural elements. A vehicle at the bottom foreground indicates mobility within the area, blending functionality with nature. Overall, it portrays a calm, balanced urban environment. The restorative indicator scores are:
- Being-away: 0.12186
- Coherence: 0.10979
- Scope: 0.14999
- Fascination: 0.16208
- Average Score: 0.13593"
.\image\201708_120.267206_31.48785258.png,"This image could taken in Summer. This image shows a spacious parking lot with designated spaces bordered by yellow lines on a textured surface, surrounded by lush green trees. A modern building with glass windows and concrete structures is visible in the background, likely an office, campus, or institutional space. Several parked cars are scattered around the area, and the setting is calm with overcast skies. The scene suggests organized infrastructure and green landscaping. The camera perspective appears to originate from a vehicle equipped with tech branding, enhancing the image's functional or mapping purpose. Trees provide symmetry and natural contrast to the urban design. The restorative indicator scores are:
- Being-away: 0.12260
- Coherence: 0.54850
- Scope: 0.41702
- Fascination: 0.16260
- Average Score: 0.31268"
.\image\201708_120.2673054_31.48929842.png,"This image could taken in Summer. The image shows a peaceful street lined with lush green trees on both sides, creating a serene atmosphere. The road forks into two paths, with a landscaped garden in the center featuring trimmed bushes, grass, and decorative stone steps. A few cars are visible parked along the curved road on the right. Surrounding buildings with modern facades are partially visible, suggesting an institutional or corporate campus setting. Overcast skies add a soft light to the scene, enhancing the greenery's vividness. The view captures a clean, well-maintained environment designed for both aesthetics and functionality. The restorative indicator scores are:
- Being-away: 0.46437
- Coherence: 0.62569
- Scope: 0.32641
- Fascination: 0.16312
- Average Score: 0.39490"
.\image\201708_120.2676926_31.48452988.png,"This image could taken in Summer. This street view image shows a clean, well-maintained urban area with a symmetrical roadway flanked by sidewalks and trees. To the left are long institutional buildings with large windows, possibly offices or educational facilities. To the right, the scene is complemented by more greenery, a sidewalk, and a larger building. Two streets diverge at an intersection, leading to different directions. The atmosphere is quiet, with no visible traffic or pedestrians, and the distant background reveals faint outlines of water and hills, suggesting a scenic, suburban setting. Overhead streetlights are present, enhancing the urban infrastructure. Sky appears overcast. The restorative indicator scores are:
- Being-away: 0.55073
- Coherence: 0.76019
- Scope: 0.32586
- Fascination: 0.35661
- Average Score: 0.49835"
.\image\201708_120.2677571_31.48642013.png,"This image could taken in Summer. This serene street view features a spacious pedestrian pathway lined with lush green trees, complemented by a road with a single yellow divider. Modern buildings, possibly academic or institutional, stand in the background. To the right, a tranquil water body is flanked by landscaped hedges and benches, offering a relaxing environment. Two people are visible on the left, sitting near the paved walkway. The sky is partly cloudy, casting soft light across the scene, which has a calm and organized aesthetic. The perspective suggests openness and harmony between urban architecture and nature, creating a welcoming and peaceful environment. The restorative indicator scores are:
- Being-away: 0.77916
- Coherence: 0.62559
- Scope: 0.41610
- Fascination: 0.91526
- Average Score: 0.68403"
.\image\201708_120.2674601_31.47987446.png,"This image could taken in Summer. The image depicts a street scene with a wide road flanked by trees and vehicles parked or driving. To the right is a building under renovation or construction, with rubble and materials scattered outside, covered partially by striped tarps. The structure appears modern with white tiled walls and an open entrance, featuring Chinese characters (possibly a name). A construction crane is visible further ahead. The sky is overcast, giving a calm ambiance. Fewer pedestrians are present, and the vehicles include a minivan and cars passing by. The overall environment suggests an urban or suburban setting under development. The restorative indicator scores are:
- Being-away: 0.12276
- Coherence: 0.11032
- Scope: 0.14977
- Fascination: 0.16363
- Average Score: 0.13662"
.\image\201708_120.2678567_31.49244003.png,"This image could taken in Summer. This street view captures a serene urban environment with a scenic canal running parallel to the road. The canal is bordered by trees and stone fences, adding a natural touch to the area. Pedestrian walkways flank both sides, featuring neatly arranged tiles. The road is wide, with a yellow line marking the center, lined by lush greenery and streetlights. Residential buildings and a distant tower are visible, suggesting a mix of residential and urban settings. A bicycle is parked near a tree, enhancing the tranquil atmosphere. The scene is bright, with overcast skies, indicating it’s possibly midday. The restorative indicator scores are:
- Being-away: 0.55042
- Coherence: 0.69065
- Scope: 0.32627
- Fascination: 0.61193
- Average Score: 0.54482"
.\image\201708_120.2679023_31.48907504.png,"This image could taken in Summer. The image depicts a wide split road surrounded by greenery and urban architecture. A small canal with stone railings runs along the center, dotted with trees and landscaping. Vehicles, including white cars, are parked or driving on the quiet street. Modern buildings, including a red-roofed structure and a distant tower, frame the background on either side. A larger gateway-like architectural structure is visible ahead, surrounded by trees. The scene appears calm, under a partly cloudy sky. The view suggests a mix of urban planning and natural elements, possibly within a campus or park area. The restorative indicator scores are:
- Being-away: 0.62935
- Coherence: 0.54996
- Scope: 0.87433
- Fascination: 0.69106
- Average Score: 0.68618"
.\image\201708_120.2682055_31.49136065.png,"This image could taken in Summer. The street view showcases a spacious, intersection area flanked by greenery and modern low-rise buildings. On the left, a serene pedestrian walkway near a canal displays relaxed urban living. A white car travels along the road, while trees provide shade to the surroundings. A large red banner with Chinese characters hangs beside the buildings on the right, adding a cultural element. The open sky complements the calm atmosphere of the neighborhood. The restorative indicator scores are:
- Being-away: 0.28885
- Coherence: 0.29959
- Scope: 0.65691
- Fascination: 0.16373
- Average Score: 0.35227"
.\image\201708_120.2682374_31.47911717.png,"This image could taken in Summer. This image captures a quiet, well-maintained urban street lined with residential buildings and trees. On the left, there’s a green park area with lush trees, while on the right are mid-rise apartments surrounded by small gardens and sidewalks. Streetlights line both sides of the road, which features minimal traffic, with a wide, two-lane layout. The weather is mild, with partially cloudy skies and soft natural light. To the distance, a tall building is visible on the horizon, suggesting a mix of residential and commercial zones in the area. Foreground shows the visible roof of a vehicle, likely the street view capture car. The restorative indicator scores are:
- Being-away: 0.46600
- Coherence: 0.55054
- Scope: 0.65825
- Fascination: 0.35544
- Average Score: 0.50756"
.\image\201708_120.2682363_31.4903494.png,"This image could taken in Summer. The image shows a street intersection flanked by trees and lined with parked cars on both sides. Multiple zebra crossings converge at the intersection. A few cyclists, pedestrians, and vehicles are visible in motion, with clear skies and scattered clouds creating a calm backdrop. The area appears urban with low-rise buildings on either side, including a modern glass structure and a traditional-style building. Streetlights stand along the roads, and greenery gives the space a balanced, serene feel. The streets are wide and relatively quiet, with a mix of activity indicative of a typical day in a well-maintained city environment. The restorative indicator scores are:
- Being-away: 0.12275
- Coherence: 0.22475
- Scope: 0.71179
- Fascination: 0.16423
- Average Score: 0.30588"
.\image\201708_120.268242_31.49151195.png,"This image could taken in Summer. The image shows a wide, quiet street flanked by rows of green trees on both sides. On the right, there’s a red banner with Chinese text displayed between the trees. The sky is partly cloudy, and a few parked cars and cyclists are visible in the scene. A paved walkway with a small green space runs parallel to the road. In the distance, there are residential and institutional buildings, giving a suburban or campus-like vibe. The atmosphere appears clean, organized, and calm. The foreground shows the top of a vehicle, likely capturing the image with a 360-degree camera. The restorative indicator scores are:
- Being-away: 0.12288
- Coherence: 0.29838
- Scope: 0.57977
- Fascination: 0.16488
- Average Score: 0.29148"
.\image\201708_120.2682564_31.47964545.png,"This image could taken in Summer. The image depicts a quiet urban street with broad roads and minimal traffic, flanked by lush greenery on both sides. To the left, a tree-lined path leads to a prominent tall structure in the distance, resembling a monument or tower. Pedestrian sidewalks are paved with bricks, and buildings, likely residential or institutional, are visible to the right. Street markings and signs indicate cycling lanes and directional arrows. The environment appears clean and well-maintained, with street lamps evenly spaced for lighting. A white vehicle is partly visible, suggesting the perspective is captured from its rooftop or camera setup. The restorative indicator scores are:
- Being-away: 0.28740
- Coherence: 0.47607
- Scope: 0.57974
- Fascination: 0.35478
- Average Score: 0.42450"
.\image\201708_120.2682433_31.49182154.png,"This image could taken in Summer. The image shows a wide, quiet urban street with lanes divided by trees and sidewalks on both sides. A small canal or pond runs along the central divider, surrounded by trees and landscaped areas. Residential buildings line the street on both sides, with parked cars and sparse traffic visible. The sky is partly cloudy, creating a tranquil daytime setting, and a white car is prominently featured in the foreground. The area appears clean, organized, and well-maintained, suggesting it is a suburban or city neighborhood with a blend of nature and urban infrastructure. The restorative indicator scores are:
- Being-away: 0.70176
- Coherence: 0.38915
- Scope: 0.14893
- Fascination: 0.16537
- Average Score: 0.35130"
.\image\201708_120.2682664_31.48089231.png,"This image could taken in Summer. This view depicts a wide, tree-lined urban street featuring sidewalks with brick patterns on both sides and a road marked with a yellow center line. Tall green trees dominate the scene, providing a lush environment. The foreground includes the top of a vehicle, suggesting the perspective is captured from a parked car or a street view camera. Towards the distance, a landmark high-rise building stands centrally amidst greenery, framed by streetlights. The area appears calm and organized, with the street leading directly into the backdrop of the cityscape beyond. This setting likely indicates a mix of urban and park aesthetics. The restorative indicator scores are:
- Being-away: 0.46599
- Coherence: 0.62638
- Scope: 0.41436
- Fascination: 0.35459
- Average Score: 0.46533"
.\image\201708_120.2685771_31.48908702.png,"This image could taken in Summer. This street view image showcases a wide, empty road flanked by fenced sports courts on both sides, including tennis and basketball courts. The area has clean, paved walkways with red and gray brick patterns, surrounded by neatly maintained greenery and trees. In the distance, a large structure, possibly a stadium, and a dome-shaped building are visible against a cloudy blue sky. Sparse bicycles and benches can be seen, giving the scene a quiet, spacious feel. It appears to be part of a well-organized recreational or educational complex. The hood of a vehicle is partly visible at the bottom of the image. The restorative indicator scores are:
- Being-away: 0.12304
- Coherence: 0.38934
- Scope: 0.48971
- Fascination: 0.16615
- Average Score: 0.29206"
.\image\201708_120.2686675_31.48123098.png,"This image could taken in Summer. The image shows a quiet, wide street flanked by a modern multi-story building on the right and a green space with trees on the left. There is a designated parking area with marked spaces near the building. The road is clean, lined with streetlights, and has bike racks visible on the right side. The sky is overcast, with scattered clouds, creating a calm atmosphere. In the foreground, the hood of a vehicle can be seen, likely from the camera capturing the scene. The overall setting appears to be a landscaped campus, industrial area, or office complex. The restorative indicator scores are:
- Being-away: 0.12373
- Coherence: 0.10750
- Scope: 0.57917
- Fascination: 0.16662
- Average Score: 0.24425"
.\image\201708_120.2687988_31.48341094.png,"This image could taken in Summer. The image showcases a curved street bordered by greenery, a row of trees, and a calm water body on the right. On the left stands a modern, circular building with large glass windows, surrounded by manicured landscaping. Near the water, a row of blue shared bicycles and a few traffic cones line a tiled pedestrian path. The scene has a clean, organized feel, and the surroundings exhibit a peaceful urban environment blending nature, architecture, and public amenities. The sky is partly cloudy, casting soft lighting across the area, and the image appears to be captured from a street-level vehicle. The restorative indicator scores are:
- Being-away: 0.78006
- Coherence: 0.87055
- Scope: 0.57911
- Fascination: 0.35397
- Average Score: 0.64592"
.\image\201708_120.2689141_31.48649422.png,"This image could taken in Summer. This image shows a paved street lined with rows of lush green trees on both sides, leading to a campus-like building labeled ""信息长楼"" in Chinese, which translates to ""Information Main Building."" The large gray structure features multiple entrances, wide steps, and glass windows. Cars are parked to the side, and bicycles can be seen near the building. To the right, there’s a landscaped area with benches and trimmed bushes. The atmosphere appears calm, with cloudy skies overhead, suggesting an institutional or university setting. The street is well-maintained, with no visible traffic, creating an impression of tranquility. The restorative indicator scores are:
- Being-away: 0.28601
- Coherence: 0.29888
- Scope: 0.77748
- Fascination: 0.16723
- Average Score: 0.38240"
.\image\201708_120.2689464_31.49036479.png,"This image could taken in Summer. This street view shows a quiet, tree-lined road flanked by sidewalks and green spaces on both sides. The left side features a pedestrian lane with visible cyclists and lush trees. The right side includes a trimmed hedge and a recreational area with blue outdoor exercise equipment. A few vehicles, including a white car, are parked or driving along the street. The setting appears suburban with minimal urban structures seen in the distance, giving it a peaceful and clean appearance. Overcast skies loom overhead, adding a calm ambiance to the scene. A lamppost and small trash bins are visible for public convenience. The restorative indicator scores are:
- Being-away: 0.70326
- Coherence: 0.29889
- Scope: 0.65699
- Fascination: 0.76800
- Average Score: 0.60679"
.\image\201708_120.269072_31.4873229.png,"This image could taken in Summer. This street view image displays a modern building with clean architectural lines, likely part of an institutional or educational campus, as its facade features Chinese characters. The foreground is a wide concrete pavement, serving as a driveway or plaza, splitting off into paths on either side. The building is surrounded by neat landscaping with green trees, trimmed bushes, and small grassy areas. Trees line both sides of the image, creating a serene, park-like atmosphere. The sky is partially cloudy, adding brightness to the view. The bottom edge shows the top of a vehicle, suggesting the image was captured from a car. The restorative indicator scores are:
- Being-away: 0.12433
- Coherence: 0.10685
- Scope: 0.71256
- Fascination: 0.16755
- Average Score: 0.27782"
.\image\201708_120.2691207_31.47686054.png,"This image could taken in Summer. The image shows a serene, tree-lined street flanked by evenly spaced green trees. The pavement is clean, with some fallen leaves scattered along the sides. The road splits into two identical lanes, creating a symmetrical view with small islands of greenery in the center and on both sides. Overcast skies provide a soft, diffused light, adding to the tranquil ambiance. A parked vehicle with lettering is visible at the foreground bottom, and the street appears to lead into the distance, surrounded by greenery. The overall atmosphere is peaceful and organized, likely part of a park or residential area. The restorative indicator scores are:
- Being-away: 0.46608
- Coherence: 0.38821
- Scope: 0.14686
- Fascination: 0.16801
- Average Score: 0.29229"
.\image\201708_120.269179_31.48594212.png,"This image could taken in Summer. This street view depicts a landscaped area flanked by lush greenery and modern architecture. A tree-lined pathway is visible at the center, bordered by trimmed hedges and grassy areas with young trees. On the left, a wide road leads toward a structure displaying what appears to be a billboard or sign. To the right, there are larger, multi-story buildings with sleek designs, likely part of a campus or office complex. The overcast sky and soft lighting create a calm atmosphere, while the clean surroundings suggest a well-maintained, organized environment. A vehicle’s roof is partially visible at the bottom. The restorative indicator scores are:
- Being-away: 0.63335
- Coherence: 0.47561
- Scope: 0.14739
- Fascination: 0.16847
- Average Score: 0.35620"
.\image\201708_120.2693471_31.48403299.png,"This image could taken in Summer. The street view showcases a serene urban park setting with paved pathways flanked by neatly planted trees. In the center, a wide road leads to a large modern building with towering architecture, likely a civic or educational structure. The greenery is well-maintained, with small landscaped areas and scattered benches for seating. Two bicycles are parked on the pedestrian walkway, adding to the relaxed vibe of the area. Lampposts with banners line the walkways, while leaf litter adds a natural touch. The overcast sky provides even lighting, emphasizing the peaceful, organized ambiance of this park-like environment. The restorative indicator scores are:
- Being-away: 0.28487
- Coherence: 0.22323
- Scope: 0.14792
- Fascination: 0.35282
- Average Score: 0.25221"
.\image\201708_120.2694469_31.47986083.png,"This image could taken in Summer. The image depicts a wide urban street flanked by greenery and low-rise residential buildings with gray facades. Two symmetrical roads stretch into the distance under a cloudy sky, divided by a landscaped median. The left side features a tree-lined sidewalk, while the right contains more greenery and lamp posts. In the center, a gated entrance to a residential complex is visible, with two parked cars in front. The scene appears serene, with minimal traffic and a clean, organized layout. A ""Baidu"" logo is seen on a vehicle's roof at the bottom foreground, suggesting the image was captured for mapping purposes. The restorative indicator scores are:
- Being-away: 0.12439
- Coherence: 0.38901
- Scope: 0.49082
- Fascination: 0.16904
- Average Score: 0.29332"
.\image\201708_120.2695804_31.48874414.png,"This image could taken in Summer. This panoramic street view captures a pathway flanked by greenery and recreational areas. On the left, a fenced red tennis court is visible with a bench nearby. On the right, a cluster of trees shades a grassy area. In the background, a prominent building with a curved, modern design, likely a stadium or sports facility, stands out. The cemented path splits the landscape symmetrically, with a lamppost on the left side. The bright, partly cloudy sky suggests daytime, while the environment appears clean, open, and serene—a setting ideal for recreational or outdoor activities. The restorative indicator scores are:
- Being-away: 0.63337
- Coherence: 0.62746
- Scope: 0.32301
- Fascination: 0.61465
- Average Score: 0.54962"
.\image\201708_120.2695972_31.48939451.png,"This image could taken in Summer. This street view showcases a lush, tree-lined sidewalk flanked by greenery on both sides. On the left, a gravel path runs alongside small trees next to a fenced court area with benches. On the right, more trees line a neatly maintained lawn. A wide concrete pathway stretches straight ahead, bordered by lampposts, leading toward buildings in the distance. The setting appears calm and urban, with clear skies and sparse vehicles visible in the background. Two parked cars and the roof of another car suggest the view was captured from a camera-mounted vehicle. The area conveys a blend of nature and modern infrastructure. The restorative indicator scores are:
- Being-away: 0.63326
- Coherence: 0.55296
- Scope: 0.14803
- Fascination: 0.69271
- Average Score: 0.50674"
.\image\201708_120.2696956_31.49010751.png,"This image could taken in Summer. This street view showcases a serene suburban area with a mix of natural and urban elements. The landscaped greenery on either side features neatly maintained lawns, small trees, and scattered construction materials, likely wrapped pipes. A paved road leads toward residential buildings in the midground, with modern apartment complexes surrounded by trees. To the left, there's a fenced water body visible in the distance. The scene captures a cloudy day, with soft overcast skies. In the foreground, part of a vehicle's roof is visible, suggesting this is taken from a moving perspective. Overall, the setting feels calm and semi-developed. The restorative indicator scores are:
- Being-away: 0.78076
- Coherence: 0.10603
- Scope: 0.32247
- Fascination: 0.47573
- Average Score: 0.42125"
.\image\201708_120.2697707_31.47899546.png,"This image could taken in Summer. This street view captures a quiet urban environment with low-rise buildings and green spaces. On the left, there are scooters parked near a grassy lawn, leading to modern residential buildings in the background. The center features a gated area with cones, likely an entry to private premises or a school. To the right, small trees line the road alongside buildings with commercial signage. The area is well-maintained and includes bicycles and scooters scattered around, alongside a ""no parking"" sign. The scene is bright, suggesting clear weather and daytime, with a peaceful and functional ambiance. The restorative indicator scores are:
- Being-away: 0.63322
- Coherence: 0.29823
- Scope: 0.14874
- Fascination: 0.61592
- Average Score: 0.42403"
.\image\201708_120.269_31.48402645.png,"This image could taken in Summer. This street view showcases a modern campus or institutional setting. The central structure is a large, grand building with prominent columns and glass windows, surrounded by neatly trimmed greenery. To the left, a tree-lined pathway extends, lined with colorful posters on lampposts. Several parked cars, bicycles, and scooters occupy the open parking area in front of the building. People are seen walking and riding bikes, adding activity to the quiet space. The location seems well-maintained, with spacious pathways and structured landscaping, likely serving as an educational or governmental facility under cloudy yet bright weather. The restorative indicator scores are:
- Being-away: 0.46557
- Coherence: 0.22266
- Scope: 0.49137
- Fascination: 0.16799
- Average Score: 0.33690"
.\image\201708_120.2700173_31.48124432.png,"This image could taken in Summer. The image captures a quiet urban street flanked by greenery on both sides. To the left, there are multi-story modern buildings, likely apartments or offices, and a few parked bicycles along the tree-lined sidewalk. The right side features more trees and foliage, providing a lush contrast to the paved road. The sky is overcast, casting a soft light over the scene. A vehicle is visible in the foreground, with a traffic calming speed bump ahead. The area appears clean and structured, suggesting a well-maintained neighborhood or campus-like environment, offering a mix of urban and natural elements. The restorative indicator scores are:
- Being-away: 0.12375
- Coherence: 0.38814
- Scope: 0.32174
- Fascination: 0.16843
- Average Score: 0.25051"
.\image\201708_120.2701366_31.4791631.png,"This image could taken in Summer. The panoramic street view captures a quiet urban scene with greenery and a mix of modern and traditional architecture. On the left, a winding road is lined with trimmed trees and a historic white building with a tiled roof, exuding a quaint charm. To the right, a two-story commercial structure with shops and signage displays a more contemporary vibe, accompanied by bicycles and a parked silver car in the foreground. The setting includes wide pavements, some grass patches, and scattered bushes with a tranquil, suburban feel. The cloudy sky enhances the soft lighting, creating a calm atmosphere. The restorative indicator scores are:
- Being-away: 0.12441
- Coherence: 0.29778
- Scope: 0.41478
- Fascination: 0.35171
- Average Score: 0.29717"
.\image\201708_120.270227_31.48739147.png,"This image could taken in Summer. This street view shows a peaceful, tree-lined setting with pathways curving through a park-like area. Well-spaced trees provide a mix of greenery on both sides, with patches of grass and fallen leaves scattered throughout. A black lamppost with dual lanterns stands on the right, enhancing the quiet atmosphere. A building is partially visible in the distance, blending into the natural surroundings. The sky is slightly overcast, giving a soft lighting to the scene. The foreground includes part of a vehicle roof, subtly indicating the image was captured from a moving car. It conveys tranquility and urban greenery. The restorative indicator scores are:
- Being-away: 0.55333
- Coherence: 0.69194
- Scope: 0.14799
- Fascination: 0.35160
- Average Score: 0.43622"
.\image\201708_120.2703794_31.47882788.png,"This image could taken in Summer. The street view image shows a quiet urban area featuring a plaza with parked scooters, surrounded by greenery and modern buildings. On the left, the road curves past landscaped trees with a brick-paved area and lampposts nearby. In the center, a small parking lot accommodates two-wheel vehicles. To the right, a larger building displays a red sign with Chinese text, while a rock sculpture rests in a grassy section surrounded by more trees. Residential and commercial structures are visible in the background. Overall, the scene conveys a clean and organized environment with ample greenery and functional urban spaces. The restorative indicator scores are:
- Being-away: 0.12477
- Coherence: 0.10495
- Scope: 0.32193
- Fascination: 0.35150
- Average Score: 0.22579"
.\image\201708_120.2705476_31.49037947.png,"This image could taken in Summer. This street view showcases a quiet urban area, featuring a central paved road lined with tall green trees on both sides. On the left, a man walks near a recycling bin, while on the right, a cyclist moves along the lane. To the left is an open grassy area accompanied by low-rise buildings, while to the right stands a multi-story apartment complex framed by greenery. The setting appears calm and well-maintained, with a mixture of residential and communal spaces in a suburban environment. The overcast sky and orderly layout reflect a serene, moderately populated neighborhood. The restorative indicator scores are:
- Being-away: 0.55430
- Coherence: 0.29777
- Scope: 0.14857
- Fascination: 0.16842
- Average Score: 0.29227"
.\image\201708_120.2704144_31.48707939.png,"This image could taken in Summer. The street view depicts a quiet urban intersection surrounded by greenery. Trees line both sides of the roads, which feature crosswalks and bike lanes. A roundabout with a landscaped center is visible in the distance. Modern buildings, including a white multi-story structure, are seen amid the trees. A bus stop with a yellow-green shelter is on the right, near a cyclist riding along the street. The area appears clean and well-maintained, with minimal traffic and a peaceful atmosphere. The sky is partly cloudy, adding to the serene vibe of the scene. The restorative indicator scores are:
- Being-away: 0.63287
- Coherence: 0.87195
- Scope: 0.82964
- Fascination: 0.47507
- Average Score: 0.70238"
.\image\201708_120.2706309_31.47985446.png,"This image could taken in Summer. This street view shows a wide, quiet intersection surrounded by greenery and buildings. On the left, there's a billboard with text, followed by a large multi-story building and trees lining the street. On the right, a modern building stands near landscaped shrubs and grass. Pedestrians and cyclists can be seen in the background. The road is clean and well-maintained, with a roundabout sign and zebra crossings visible. The sky is overcast, adding a calm atmosphere to the suburban or institutional setting. The foreground features the top of a vehicle, possibly capturing the image. The restorative indicator scores are:
- Being-away: 0.28120
- Coherence: 0.76409
- Scope: 0.65982
- Fascination: 0.35167
- Average Score: 0.51419"
.\image\201708_120.2707477_31.47976253.png,"This image could taken in Summer. The image shows a three-way intersection surrounded by well-maintained greenery and modern buildings. Trees and shrubs line the roadsides, with a grassy roundabout featuring trimmed bushes in the center. To the left, a billboard with Chinese text is visible near a gated area. On the right, multi-story buildings with a mix of architectural designs are prominent. The sky is overcast, and the setting appears calm, possibly part of a university or industrial campus. A white vehicle’s roof is partially visible at the bottom of the image, indicating it might be taken from a mapping car. The restorative indicator scores are:
- Being-away: 0.46774
- Coherence: 0.38655
- Scope: 0.58139
- Fascination: 0.55615
- Average Score: 0.49796"
.\image\201708_120.2707691_31.48091528.png,"This image could taken in Summer. The image depicts a quiet, well-maintained street lined with lush green trees on both sides. The road is wide with marked lanes, featuring minimal traffic, including a few cyclists and parked vehicles. Sidewalks flank both sides with landscaped greenery, and a modern building with balconies and a bus stop is visible on the right. Streetlights are evenly spaced, and the environment feels clean and serene, with overcast skies above casting diffused lighting. The area appears to be urban, possibly near a residential or institutional zone, with a combination of nature and infrastructure blending harmoniously. The restorative indicator scores are:
- Being-away: 0.28084
- Coherence: 0.55401
- Scope: 0.49151
- Fascination: 0.16859
- Average Score: 0.37374"
.\image\201708_120.2707835_31.48664691.png,"This image could taken in Summer. This street view depicts a well-maintained urban area with straight paved roads and sidewalks. Trees and greenery line both sides of the streets, creating a refreshing environment. Modern multi-story buildings are visible on the right, suggesting residential, institutional, or office spaces. A car and a motorbike are seen on the road, implying light traffic. The left side shows an open path leading to more greenery or possibly a park. Streetlights are evenly spaced along the sidewalks, and the sky is slightly overcast with soft daylight enhancing the calm atmosphere. The image conveys a clean, organized, and tranquil urban setting. The restorative indicator scores are:
- Being-away: 0.38309
- Coherence: 0.76454
- Scope: 0.41483
- Fascination: 0.47619
- Average Score: 0.50966"
